,school_year,state,municipality,school_id,school_name,passing
69551,2015,Amazonas,Manaus,13028006,ESCOLA ESTADUAL SOLON DE LUCENA,75.5
69559,2015,Amazonas,Manaus,13028057,ESCOLA ESTADUAL TIRADENTES,65.3
69564,2015,Amazonas,Manaus,13029860,CESF - CENTRO EDUCACIONAL SAO FRANCISCO,97.8
69574,2015,Amazonas,Manaus,13029916,CAMPUS MANAUS-CENTRO,84.8
69576,2015,Amazonas,Manaus,13029967,ESCOLA ESTADUAL BRIG JOAO CAMARAO TELLES RIBEIRO,96.2
69594,2015,Amazonas,Manaus,13030094,ESCOLA VOCACIONAL MASROUR,94.6
69614,2015,Amazonas,Manaus,13030272,ESCOLA ESTADUAL DORVAL PORTO,73.3
69619,2015,Amazonas,Manaus,13030310,ESCOLA ESTADUAL FREI SILVIO VAGHEGGI,89.8
69630,2015,Amazonas,Manaus,13030400,ESCOLA ESTADUAL HOMERO DE MIRANDA LEAO,95.9
69639,2015,Amazonas,Manaus,13030450,ESCOLA ESTADUAL JOAO BOSCO PANTOJA EVANGELISTA,96.8
69643,2015,Amazonas,Manaus,13030469,ESCOLA ESTADUAL PROF JOSE BERNARDINO LINDOSO,77.6
69654,2015,Amazonas,Manaus,13030566,ESCOLA ESTADUAL MARIA AMELIA DO ESPIRITO SANTO,97.3
69659,2015,Amazonas,Manaus,13030590,ESCOLA ESTADUAL MARIA DO CEU VAZ DOLIVEIRA,96.6
69666,2015,Amazonas,Manaus,13030680,ESCOLA ESTADUAL NATHALIA UCHOA,92.8
69681,2015,Amazonas,Manaus,13030914,ESCOLA ESTADUAL SENADOR JOAO BOSCO RAMOS DE LIMA,85.6
69691,2015,Amazonas,Manaus,13031007,ESCOLA ESTADUAL ANTONIO DE LUCENA BITTENCOURT,83.7
69695,2015,Amazonas,Manaus,13031058,ESCOLA ESTADUAL DEP JOSUE CLAUDIO DE SOUZA,74.0
69704,2015,Amazonas,Manaus,13031066,ESCOLA ESTADUAL DR ISAAC SVERNER,79.8
69713,2015,Amazonas,Manaus,13031112,ESCOLA ESTADUAL MARIA DA LUZ CALDERARO,83.6
69719,2015,Amazonas,Manaus,13031120,ESCOLA ESTADUAL NOSSA SENHORA APARECIDA,78.3
69724,2015,Amazonas,Manaus,13031139,ESCOLA ESTADUAL PROF ANTONIO MAURITY MONTEIRO COELHO,76.9
69733,2015,Amazonas,Manaus,13031147,ESCOLA ESTADUAL PROFESSOR ANTENOR SARMENTO,87.5
69742,2015,Amazonas,Manaus,13031198,ESCOLA ESTADUAL SENADOR MANUEL SEVERIANO NUNES,84.8
69744,2015,Amazonas,Manaus,13031660,ESCOLAS NILTON LINS,86.4
69753,2015,Amazonas,Manaus,13031767,FUNDACAO NOKIA DE ENSINO,84.1
69760,2015,Amazonas,Manaus,13031783,INSTITUTO ADVENTISTA DE MANAUS,92.3
69770,2015,Amazonas,Manaus,13031791,INSTITUTO BATISTA IDA NELSON,94.0
69777,2015,Amazonas,Manaus,13031872,INSTITUTO BATISTA DO AMAZONAS,94.4
69784,2015,Amazonas,Manaus,13031899,INSTITUTO DE EDUCACAO DO AMAZONAS,96.5
69791,2015,Amazonas,Manaus,13032020,LAVINIENSE ENSINO INTEGRADO E PINGO DE GENTE,88.0
69794,2015,Amazonas,Manaus,13032127,CENTRO DE EDUCACAO SESC JOSE ROBERTO TADROS,82.0
69812,2015,Amazonas,Rio Preto da Eva,13032879,INST ADVENTISTA AGRO INDUSTRIAL,91.9
69813,2015,Amazonas,Itacoatiara,13033611,ESCOLA ESTADUAL ANILIA NOGUEIRA DA SILVA,90.2
69815,2015,Amazonas,Itacoatiara,13033620,ESCOLA ESTADUAL DEPUTADO VITAL DE MENDONCA,98.4
69825,2015,Amazonas,Itacoatiara,13035240,ESCOLA ESTADUAL JOSE CARLOS MARTINS MESTRINHO,80.6
69840,2015,Amazonas,Urucurituba,13037455,ESCOLA ESTADUAL MARIA ARRUDA,88.8
69849,2015,Amazonas,Barreirinha,13038923,ESCOLA ESTADUAL JACY DUTRA,84.9
69858,2015,Amazonas,Maués,13039733,ESCOLA ESTADUAL PROFª MARIA DA GRACA NOGUEIRA,78.7
69874,2015,Amazonas,Parintins,13041924,COLEGIO BATISTA DE PARINTINS,90.7
69882,2015,Amazonas,Parintins,13042106,ESCOLA ESTADUAL IRMA SA,76.6
69890,2015,Amazonas,Parintins,13042149,ESCOLA ESTADUAL SENADOR JOAO BOSCO,96.3
69896,2015,Amazonas,Parintins,13043765,COLEGIO NOSSA SENHORA DO CARMO,85.4
69904,2015,Amazonas,Parintins,13043897,ESCOLA ESTADUAL DE TEMPO INTEGRAL GLAUCIO GONCALVES,100.0
69914,2015,Amazonas,Boca do Acre,13045750,ESCOLA ESTADUAL CEL JOSE DE ASSUNCAO,94.8
69927,2015,Amazonas,Tapauá,13048163,ESCOLA ESTADUAL ANTONIO FERREIRA DE OLIVEIRA,93.8
69944,2015,Amazonas,Humaitá,13050141,ESCOLA ESTADUAL OSWALDO CRUZ,94.2
69962,2015,Amazonas,Manicoré,13052322,ESCOLA ESTADUAL Nª Sª DAS GRACAS,98.4
69975,2015,Amazonas,Manaus,13055216,ESCOLA ESTADUAL PROFESSORA ALICE SALERNO GOMES DE LIMA,87.2
69977,2015,Amazonas,São Gabriel da Cachoeira,13057600,IFAM - CAMPUS SAO GABRIEL DA CACHOEIRA,82.0
69989,2015,Amazonas,Manaus,13059157,CENTRO EDUC LATO SENSU II,99.5
69994,2015,Amazonas,Apuí,13059203,ESCOLA ESTADUAL AMAZONINO MENDES,82.1
69998,2015,Amazonas,Humaitá,13059262,ESCOLA ESTADUAL GOVERNADOR PLINIO RAMOS COELHO,87.8
70009,2015,Amazonas,Parintins,13059440,ESCOLA ESTADUAL TOMASZINHO MEIRELLES,85.7
70022,2015,Amazonas,Itacoatiara,13059599,ESCOLA ESTADUAL DEP JOAO VALERIO DE OLIVEIRA,88.8
70026,2015,Amazonas,Coari,13059602,ESCOLA ESTADUAL PREFEITO ALEXANDRE MONTORIL,79.8
70031,2015,Amazonas,Itacoatiara,13059696,ESC EST PROFESSORA MIRTES ROSA MENDES DE MENDONCA LIMA,82.5
70040,2015,Amazonas,Manaus,13064207,INSTITUTO DE EDUCACAO PROF DENIZARD RIVAIL,99.0
70047,2015,Amazonas,Manaus,13064215,COLEGIO ADVENTISTA PAUL BERNARD,89.4
70048,2015,Amazonas,Manaus,13068636,CENTRO LITERATUS,91.9
70054,2015,Amazonas,Humaitá,13073540,CENTRO EDUCACIONAL EVANGELICO BETEL,89.5
70061,2015,Amazonas,Novo Aripuanã,13073567,ESCOLA ESTADUAL JULIETA LOPES DE ALBUQUERQUE,88.4
70074,2015,Amazonas,Manaus,13075390,ESCOLA ESTADUAL PROFESSOR WALDOCKE FRICKE DE LYRA,99.1
70081,2015,Amazonas,Manaus,13077430,E E PROFESSOR FRANCISCO DAS CHAGAS DE SOUZA ALBUQUERQUE,96.3
70088,2015,Amazonas,Parintins,13078054,ESCOLA ESTADUAL DOM GINO MALVESTIO,94.9
70092,2015,Amazonas,Manaus,13078615,ESCOLA ESTADUAL ERNESTO PENAFORT,81.9
70100,2015,Amazonas,Itacoatiara,13079220,COLEGIO NOSSA SENHORA DO ROSARIO,97.0
70102,2015,Amazonas,Manaus,13079638,ESCOLA ESTADUAL CID CABRAL DA SILVA,76.2
70106,2015,Amazonas,Manaus,13080547,ESCOLA ESTADUAL RODERICK DE CASTELLO BRANCO,80.8
70116,2015,Amazonas,Manaus,13080563,ESCOLA ESTADUAL MARCANTONIO VILACA,100.0
70117,2015,Amazonas,Manaus,13080571,ESCOLA ESTADUAL PROFESSOR JULIO CESAR DE MORAES PASSOS,82.0
70129,2015,Amazonas,Manaus,13080598,ESCOLA ESTADUAL PROFESSORA SEBASTIANA BRAGA,95.4
70136,2015,Amazonas,Manaus,13080911,CENTRO METROPOLITANO DE ENSINO LTDA,95.0
70143,2015,Amazonas,Manaus,13082183,ESCOLA ESTADUAL ANTONIO NUNEZ JIMENEZ,84.2
70152,2015,Amazonas,Amaturá,13083309,ESCOLA ESTADUAL AMATURA,89.9
70165,2015,Amazonas,Manaus,13084402,ESCOLA ESTADUAL PROFESSOR RUY ALENCAR,88.1
70180,2015,Amazonas,Manaus,13084860,ALDEIA DO CONHECIMENTO PROFA RUTH PRESTES GONCALVES,88.5
70187,2015,Amazonas,Manaus,13087843,ESCOLA ESTADUAL PROFª ADELAIDE TAVARES DE MACEDO,84.7
70191,2015,Amazonas,Manaus,13090100,CENTRO EDUCACIONAL DRIHELLY BARBOSA,95.7
70196,2015,Amazonas,Manaus,13090232,ESCOLA ESTADUAL RAIMUNDA HOLANDA DE SOUZA,80.7
70207,2015,Amazonas,Novo Airão,13090410,ESCOLA ESTADUAL DANILO DE MATTOS AREOSA,91.2
70217,2015,Amazonas,Manaus,13092197,IFAM - CAMPUS MANAUS DISTRITO INDUSTRIAL,82.1
70223,2015,Amazonas,Manaus,13092308,ESCOLA CELUS LTDA,99.5
70228,2015,Amazonas,Manaus,13093070,INSTITUTO DE EDUCACAO EL SHADAY,99.1
70232,2015,Amazonas,Manaus,13093126,CENTRO DE ENSINO MARIA ANGELIM,89.9
70245,2015,Amazonas,Nova Olinda do Norte,13094491,ESCOLA ESTADUAL PROFESSOR JOSE PAULA DE SA,79.6
70251,2015,Amazonas,Presidente Figueiredo,13096648,ESCOLA ESTADUAL DE BALBINA,87.0
70256,2015,Amazonas,Manaus,13098519,COLEGIO DOM BOSCO LESTE,98.7
70258,2015,Amazonas,Manaus,13099884,EETI ENGENHEIRO PROFESSOR SERGIO ALFREDO PESSOA FIGUEIREDO,100.0
70259,2015,Amazonas,Manaus,13099914,CENTRO POSITIVIANO DE ENSINO,94.8
70262,2015,Amazonas,Manaus,13100394,ESCOLAS IDAAM,100.0
70266,2015,Amazonas,Manaus,13102320,ESCOLA ESTADUAL DE TEMPO INTEGRAL AUREA PINHEIRO BRAGA,99.7
70278,2015,Amazonas,Coari,13116401,IFAM - CAMPUS COARI,84.9
70287,2015,Amazonas,Manaus,13168207,CENTRO EDUCACIONAL ADALBERTO VALLE - UNIDADE I,86.3
70302,2015,Amazonas,Manaus,13245201,ESCOLA ESTADUAL FREI MARIO MONACELLI,78.6
70306,2015,Amazonas,Manaus,13246208,ES ESTADUAL AUREA PINHEIRO BRAGA,98.1
70313,2015,Amazonas,Manaus,13304224,ESC EST TEMPO INTEGRAL MARCANTONIO VILACA II,96.0
70317,2015,Amazonas,Manaus,13304267,ESCOLA ESTADUAL DE TEMPO INTEGRAL DRA ZILDA ARNS NEUMANN,97.9
70320,2015,Amazonas,Boca do Acre,13304275,EE PROFESSOR ANTONIO JOSE BERNARDO VASCONCELOS,99.2
70324,2015,Amazonas,Guajará,13304313,ESCOLA ESTADUAL PROFESSOR JOSE ELNO FERREIRA DE SOUZA,85.6
70332,2015,Amazonas,Nhamundá,13304348,ESCOLA ESTADUAL PROFESSORA ENERY BARBOSA DOS SANTOS,93.7
70336,2015,Amazonas,Manaus,13313215,ESCOLA ESTADUAL DE TEMPO INTEGRAL JOAO DOS SANTOS BRAGA,100.0
70341,2015,Amazonas,Manaus,13314211,ESCOLA ESTADUAL IRMA GABRIELLE COGELS,100.0
70345,2015,Amazonas,Maués,13321234,IFAM - CAMPUS MAUES,77.6
70349,2015,Amazonas,Presidente Figueiredo,13322230,IFAM - CAMPUS PRESIDENTE FIGUEIREDO,85.3
70354,2015,Amazonas,Parintins,13323237,IFAM - CAMPUS PARINTINS,84.5
70359,2015,Amazonas,Lábrea,13324233,IFAM - CAMPUS LABREA,83.1
70360,2015,Roraima,Alto Alegre,14000016,ESCOLA ESTADUAL DESEMBARGADOR SADOC PEREIRA,80.0
70370,2015,Roraima,Boa Vista,14000474,ESC AGROTECNICA DA UFRR,83.1
70377,2015,Roraima,Boa Vista,14000482,ESCOLA ESTADUAL AYRTON SENNA DA SILVA,89.4
70385,2015,Roraima,Boa Vista,14000490,ESCOLA ESTADUAL ANA LIBORIA,78.1
70386,2015,Roraima,Boa Vista,14000512,ESCOLA ESTADUAL GONCALVES DIAS,88.0
70396,2015,Roraima,Boa Vista,14000520,ESCOLA ESTADUAL MAJOR ALCIDES RODRIGUES DOS SANTOS,97.3
70405,2015,Roraima,Boa Vista,14000539,ESCOLA ESTADUAL PRESIDENTE TANCREDO NEVES,99.3
70411,2015,Roraima,Boa Vista,14000547,ESCOLA ESTADUAL PROFESSOR CAMILO DIAS,83.2
70417,2015,Roraima,Boa Vista,14000555,ESCOLA ESTADUAL PROFª MARIA DAS DORES BRASIL,70.1
70423,2015,Roraima,Boa Vista,14000563,IFRR - CAMPUS BOA VISTA,84.7
70426,2015,Roraima,Boa Vista,14000776,ESCOLA ESTADUAL CARLOS DRUMOND DE ANDRADE,86.8
70433,2015,Roraima,Boa Vista,14000792,CENTRO EDUCACIONAL OBJETIVO MACUNAIMA,96.4
70439,2015,Roraima,Boa Vista,14000814,CENTRO DE EDUCACAO INTEGRADA COLMEIA LTDA,100.0
70446,2015,Roraima,Boa Vista,14000997,ESCOLA ESTADUAL PROFESSOR HILDEBRANDO FERRO BITENCOURT,87.9
70452,2015,Roraima,Boa Vista,14001055,ESC INSTITUTO BATISTA DE RORAIMA,98.8
70460,2015,Roraima,Boa Vista,14001071,ESCOLA ESTADUAL JESUS NAZARENO DE SOUZA CRUZ,74.6
70465,2015,Roraima,Boa Vista,14001152,ESCOLA ESTADUAL LUIZ RIBEIRO DE LIMA,75.5
70468,2015,Roraima,Boa Vista,14001187,ESCOLA ESTADUAL MARIO DAVID ANDREAZZA,94.0
70473,2015,Roraima,Boa Vista,14001535,ESCOLA ESTADUAL PROFESSOR ANTONIO CARLOS DA SILVA NATALINO,76.4
70481,2015,Roraima,Boa Vista,14001640,ESCOLA ESTADUAL PROFESSORA MARIA DOS PRAZERES MOTA,78.7
70483,2015,Roraima,Boa Vista,14001870,ESC EST PROFª VITORIA MOTA CRUZ,90.8
70493,2015,Roraima,Cantá,14002710,ESC EST JOSE AURELIANO DA COSTA,75.3
70499,2015,Roraima,Caracaraí,14003724,ESCOLA ESTADUAL PRESIDENTE CASTELO BRANCO,53.3
70506,2015,Roraima,Mucajaí,14003856,ESCOLA ESTADUAL PADRE JOSE MONTICONE,79.7
70510,2015,Roraima,Iracema,14003899,ESCOLA ESTADUAL DOM PEDRO II,69.4
70531,2015,Roraima,Boa Vista,14005824,ESCOLA ESTADUAL AMERICA SARMENTO RIBEIRO,65.4
70537,2015,Roraima,Boa Vista,14006111,COLEGIO DE APLICACAO DA UFRR,90.7
70544,2015,Roraima,Amajari,14006804,IFRR - CAMPUS AMAJARI,92.7
70546,2015,Roraima,Boa Vista,14007266,COLEGIO EDUCACIONAL E CURSOS - CUCA,100.0
70549,2015,Roraima,Boa Vista,14007274,INSTITUTO SION,97.2
70556,2015,Roraima,Boa Vista,14321050,ESCOLA ESTADUAL PROFESSORA VANDA DA SILVA PINTO,73.5
70561,2015,Roraima,Boa Vista,14321459,ESCOLA ESTADUAL PROFESSOR CARLO CASADIO,79.7
70567,2015,Roraima,Caroebe,14321653,ESCOLA ESTADUAL TEREZA TEODORO DE OLIVEIRA,83.3
70573,2015,Roraima,Bonfim,14322641,ESCOLA ESTADUAL ALDEBARO JOSE ALCANTARA,69.9
70586,2015,Roraima,Boa Vista,14324067,ESC DE EDUC BAS E PROF FUNDACAO BRADESCO BV-RR,94.8
70593,2015,Roraima,Boa Vista,14324636,CENTRO DE EDUCACAO SESC,86.6
70597,2015,Para,Faro,15000036,EEEFM FLORA TEIXEIRA,87.4
70608,2015,Para,Oriximiná,15002853,EEEM PADRE JOSE NICOLINO DE SOUZA,72.3
70614,2015,Para,Oriximiná,15004716,ESCOLA PROFESSOR JONATHAS PONTES ATHIAS,80.3
70622,2015,Para,Monte Alegre,15007324,EEEM PREFEITO CARIM MELEM,88.3
70634,2015,Para,Monte Alegre,15007375,EEEM FRANCISCO NOBRE DE ALMEIDA,80.7
70642,2015,Para,Santarém,15011020,CENTRO EDUCACIONAL CRISTO SALVADOR,100.0
70650,2015,Para,Santarém,15011070,COLEGIO DOM AMANDO,99.7
70657,2015,Para,Santarém,15011097,COLEGIO SANTA CLARA,95.0
70664,2015,Para,Santarém,15011259,EEEF SAO JOSE,97.2
70670,2015,Para,Santarém,15011275,EEEFM SAO RAIMUNDO NONATO,96.0
70681,2015,Para,Santarém,15011356,EEEFM ALM SOARES DUTRA,85.8
70695,2015,Para,Santarém,15011534,EEEFM PROF TEREZINHA DE JESUS RODRIGUES,81.2
70704,2015,Para,Santarém,15011577,EEEFM FREI AMBROSIO,67.3
70722,2015,Para,Santarém,15011658,EEEFM NOSSA SENHORA APARECIDA,69.0
70730,2015,Para,Santarém,15011666,EEEFM PEDRO ALVARES CABRAL,72.6
70734,2015,Para,Santarém,15011674,EEEFM PLACIDO DE CASTRO,77.8
70739,2015,Para,Santarém,15011690,EEEFM ONESIMA PEREIRA DE BARROS,63.5
70744,2015,Para,Santarém,15011704,EEEF PROFA MARIA UCHOA MARTINS,83.5
70749,2015,Para,Santarém,15011739,EEEM RODRIGUES DOS SANTOS,67.4
70756,2015,Para,Santarém,15015270,EEEM DIOCESANA SAO FRANCISCO,95.1
70772,2015,Para,Almeirim,15017656,COLEGIO POSITIVO JARI EDUCACAO INFANTIL ENSINO FUNDAMENTAL E MEDIO,96.9
70780,2015,Para,Bagre,15018644,EEEM JULIAO BERTOLDO DE CASTRO,77.8
70791,2015,Para,Portel,15021564,EEEM PAULINO DE BRITO SEDE,82.4
70798,2015,Para,Breves,15024792,EEEM PROFA MARIA ELIZETE FONA NUNES,84.4
70807,2015,Para,São Sebastião da Boa Vista,15027635,EEEFM JOAO XXIII,79.8
70810,2015,Para,Cachoeira do Arari,15028526,EEEFM RETIRO GRANDE,75.1
70822,2015,Para,Salvaterra,15032744,EEEM PROF ADEMAR NUNES VASCONCELOS SEDE,71.8
70833,2015,Para,Soure,15033813,ERC INSTITUTO STELLA MARIS,83.1
70839,2015,Para,Ananindeua,15034054,EEEFM PROF JOSE VALENTE RIBEIRO,80.5
70844,2015,Para,Ananindeua,15034186,ERC EFM MINISTRO ALCIDES CARNEIRO,75.4
70852,2015,Para,Ananindeua,15034399,EEEFM MADRE CELESTE,74.3
70862,2015,Para,Ananindeua,15034445,EEEFM JOAQUIM VIANA,73.2
70866,2015,Para,Marituba,15034488,EEEM PROF JOSE EDMUNDO QUEIROZ,73.8
70870,2015,Para,Ananindeua,15034496,EEEFM PROFA MARIA ARAUJO FIGUEIREDO,71.2
70885,2015,Para,Ananindeua,15034640,EEEFM LUIZ NUNES DIREITO,67.6
70890,2015,Para,Belém,15034739,EEEFM MARIA GABRIELA RAMOS OLIVEIRA,63.0
70896,2015,Para,Ananindeua,15034747,EEEF RAMIRO OLAVO RIBEIRO DE CASTRO,75.8
70907,2015,Para,Ananindeua,15034780,EEEFM EROTILDES FROTA AGUIAR,68.6
70915,2015,Para,Ananindeua,15034844,EEEFM PROF ANTONIO GONDIM LINS,68.4
70927,2015,Para,Ananindeua,15035581,EEEFM INSTITUTO BOM PASTOR,63.7
70931,2015,Para,Ananindeua,15035662,EEEFM JORNALISTA ROMULO MAIORANA,72.9
70947,2015,Para,Barcarena,15037070,EEEFM PRESIDENTE DUTRA,79.9
70953,2015,Para,Belém,15037215,EEEMP FRANCISCO DA SILVA NUNES,62.3
70959,2015,Para,Belém,15037614,COLEGIO ALFA,95.0
70965,2015,Para,Belém,15037622,CENTRO DE SERVICOS EDUCACIONAIS DO PARA,99.3
70978,2015,Para,Belém,15037886,E E F M CENTRO EDUC OLIMPUS,97.4
70984,2015,Para,Belém,15038378,EEEM PEDRO AMAZONAS PEDROSO,69.2
70992,2015,Para,Belém,15038424,COLEGIO MARISTA NOSSA SENHORA DE NAZARE,95.1
70998,2015,Para,Belém,15038432,COLEGIO PAULINO DE BRITO,96.4
71005,2015,Para,Belém,15038475,COLEGIO SALESIANO NOSSA SENHORA DO CARMO,83.6
71011,2015,Para,Belém,15038491,COL STA CATARINA DE SENA,98.2
71019,2015,Para,Belém,15038505,EEEF SANTA MARIA DE BELEM,62.4
71025,2015,Para,Belém,15038513,COLEGIO SANTA ROSA,95.6
71032,2015,Para,Belém,15038521,COL STO ANTONIO,100.0
71038,2015,Para,Belém,15038572,COLEGIO VERA CRUZ,86.2
71044,2015,Para,Belém,15038637,COOPERATIVA EDUC NOSSA ESC LTDA,95.2
71051,2015,Para,Belém,15038688,ESCOLA DE APLICACAO DA UFPA,89.2
71056,2015,Para,Belém,15038700,EEEFM VISCONDE DE SOUZA FRANCO,66.4
71060,2015,Para,Belém,15038769,EEEFM BARAO DE IGARAPE MIRI,54.4
71067,2015,Para,Belém,15039153,E E I F M TENENTE REGO BARROS,89.6
71070,2015,Para,Belém,15039234,EEEFM PAULINO DE BRITO,65.1
71074,2015,Para,Belém,15039390,E E F M DISNEYLANDIA,96.2
71083,2015,Para,Belém,15039480,EEEM ALEXANDRE ZACARIAS DE ASSUNCAO,71.9
71089,2015,Para,Belém,15039528,EEEF ALDEBARO KLAUTAU,72.1
71095,2015,Para,Belém,15039609,EEEF BENJAMIN CONSTANT,77.5
71104,2015,Para,Belém,15039641,EEEFM DEODORO DE MENDONCA,59.2
71111,2015,Para,Belém,15039650,EEEFM LAURO SODRE,76.0
71119,2015,Para,Belém,15039684,EEEFM PADRE BENEDITO CHAVES,76.0
71121,2015,Para,Belém,15039706,EEEFM AUGUSTO OLIMPIO,76.3
71130,2015,Para,Belém,15039919,EEEFM DR FREITAS,73.6
71134,2015,Para,Belém,15039927,EEEF DR MARIO CHERMONT,67.2
71139,2015,Para,Belém,15039935,EEEFM DUQUE DE CAXIAS,44.6
71145,2015,Para,Belém,15040003,EEEFM JARBAS PASSARINHO - SOUSA,76.2
71152,2015,Para,Belém,15040011,EEEFM JARBAS PASSARINHO - MARCO,83.2
71159,2015,Para,Belém,15040097,EEEIF PINTO MARQUES,78.1
71162,2015,Para,Belém,15040143,EEEFM S PROF CAMILO SALGADO,72.0
71173,2015,Para,Belém,15040267,EEEFM VILHENA ALVES,76.6
71179,2015,Para,Belém,15040291,EEEFM RUTH ROSITA DE NAZARE GONSALEZ,79.5
71191,2015,Para,Belém,15040348,EEEM AUGUSTO MEIRA,79.2
71198,2015,Para,Belém,15040356,EEEFM EDGAR PINHEIRO PORTO,62.6
71205,2015,Para,Belém,15040364,EEEM PAES DE CARVALHO,84.5
71210,2015,Para,Belém,15040372,EEEM PROF ORLANDO BITAR,70.4
71217,2015,Para,Belém,15040380,EEEFM DR ULYSSES GUIMARAES,81.4
71227,2015,Para,Belém,15040437,EEEF MANOEL DE JESUS MORAES,58.7
71233,2015,Para,Belém,15040461,EEEFM PRESIDENTE COSTA E SILVA,65.6
71241,2015,Para,Belém,15040526,EEEFM PROF TEMISTOCLES DE ARAUJO,68.5
71246,2015,Para,Belém,15040534,EEEFM RODRIGUES PINAGE,70.9
71250,2015,Para,Belém,15040569,EEEFM TEODORA BENTES,72.0
71259,2015,Para,Belém,15041387,EFM SALESIANA DO TRABALHO,69.5
71262,2015,Para,Belém,15041450,ESCOLA TECNICA ESTADUAL MAGALHAES BARATA,80.7
71269,2015,Para,Belém,15041670,INSTITUTO ADVENTISTA GRAO PARA,91.7
71275,2015,Para,Belém,15041727,INSTITUTO DOM BOSCO,97.2
71281,2015,Para,Belém,15041794,INSTITUTO DE EDUCACAO DO ESTADO DO PARA,73.4
71286,2015,Para,Belém,15041921,SISTEMA TEOREMA DE ENSINO LTDA,94.9
71291,2015,Para,Belém,15041930,INSTITUTO 15 DE AGOSTO SS LTDA,79.5
71297,2015,Para,Belém,15041999,SOCIEDADE CIVIL COL MODERNO,94.0
71306,2015,Para,Belém,15042391,COLEGIO NSRA DE LOURDES,81.4
71310,2015,Para,Belém,15042650,EEEFM MARIA ANTONIETA SERRA FREIRE,64.5
71316,2015,Para,Belém,15042820,EEEFM CEL SARMENTO,71.0
71325,2015,Para,Belém,15042855,EEEFM DONA HELENA GUILHON,74.9
71335,2015,Para,Belém,15042928,EEEFM AVERTANO ROCHA,57.8
71340,2015,Para,Belém,15042944,EEEFM PROFA MARIA LUIZA DA COSTA REGO,67.5
71353,2015,Para,Belém,15043568,EEEFM DOM PEDRO I,72.9
71360,2015,Para,Marituba,15043630,EEEM SANTA TEREZA DAVILA,79.9
71382,2015,Para,Castanhal,15045374,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO PARA - CAMPUS CASTANHAL,73.6
71405,2015,Para,Colares,15048470,EEEFM NORMA GUILHON,77.4
71410,2015,Para,Colares,15048489,EEEF DR JOSE MALCHER,78.3
71411,2015,Para,Colares,15048500,EEEF PRINCESA LEOPOLDINA,88.0
71413,2015,Para,Colares,15048560,EEEF LUCIOLA BRASIL,84.2
71442,2015,Para,Bragança,15056783,EEEF LUIZ PAULINO MARTIRES,59.8
71448,2015,Para,Bragança,15056813,EEEFM PROF BOLIVAR BORDALLO DA SILVA,68.8
71454,2015,Para,Bragança,15057127,EEEFM MARIO QUEIROZ DO ROSARIO,66.2
71467,2015,Para,Bragança,15058794,INST STA TERESINHA,98.5
71475,2015,Para,Capanema,15059570,E P E I F SAO PIO X,98.5
71485,2015,Para,Capanema,15059634,EEEFM DOM JOAO VI,62.4
71503,2015,Para,Igarapé-Açu,15061159,EEEFM JOAO BATISTA DE MOURA CARVALHO,89.9
71517,2015,Para,Santa Maria do Pará,15062856,EEEFM JOAO GABRIEL DA SILVA,83.8
71526,2015,Para,Abaetetuba,15064280,EEEFM SAO FRANCISCO XAVIER,93.1
71549,2015,Para,Abaetetuba,15065006,EEEFM PROF LEONIDAS MONTE,84.7
71556,2015,Para,Abaetetuba,15066886,E PART E I F M INST NSRA DOS ANJOS,92.4
71565,2015,Para,Cametá,15068234,CENTRO INTEGRADO DE FORMACAO PROFISSIONAL DE CAMETA,82.9
71573,2015,Para,Cametá,15070581,INSTITUTO NOSSA SENHORA AUXILIADORA,97.2
71587,2015,Para,Mocajuba,15076580,EEEM PROF ISAURA BAHIA,65.9
71598,2015,Para,Tailândia,15084620,ESCOLA DE EDUCACAO BASICA AGROPALMA,85.5
71606,2015,Para,Tomé-Açu,15085520,EEEM DR FABIO LUZ,71.0
71610,2015,Para,Aurora do Pará,15087042,EEEFM PROF HILDEBERTO REIS,74.3
71615,2015,Para,Capitão Poço,15088332,EEEFM DIONISIO HAGE,94.7
71623,2015,Para,Capitão Poço,15088383,EEEFM PADRE VITALIANO MARIA VARI SEDE,78.5
71626,2015,Para,Capitão Poço,15088464,EEEM PROF TEREZINHA BEZERRA SIQUEIRA,76.1
71632,2015,Para,Irituia,15090930,EEEFM MARIA DA CONCEICAO MALHEIROS,67.8
71635,2015,Para,Mãe do Rio,15092542,EEEM PADRE MARINO CONTTI,77.5
71652,2015,Para,São Miguel do Guamá,15095916,EEEM FREI MIGUEL DE BULHOES - SEDE,62.6
71657,2015,Para,Igarapé-Açu,15095967,CENTRO EDUCACIONAL HENRIQUE ROCHA,100.0
71658,2015,Para,Belém,15096190,ESCOLA ADVENTISTA DE CORREIOS,96.1
71662,2015,Para,Abaetetuba,15096700,EEEFM CRISTO TRABALHADOR,75.5
71663,2015,Para,Cametá,15096831,COLEGIO ATITUDE,100.0
71675,2015,Para,Marabá,15097811,COLEGIO ADVENTISTA DE MARABA,97.7
71681,2015,Para,Breves,15097846,EEEM SANTO AGOSTINHO,98.1
71683,2015,Para,Belém,15098150,EEETPA-BELEM,70.2
71695,2015,Para,Marabá,15102211,ESCOLA A FAZENDINHA,100.0
71702,2015,Para,Marabá,15103080,GRUPO FUTURO EDUCACIONALMARABA,79.7
