,school_year,state,municipality,school_id,school_name,passing
82072,2015,Ceara,Iguatu,23142308,IFCE - CAMPUS IGUATU,83.0
82078,2015,Ceara,Iguatu,23142332,EEEP AMELIA FIGUEIREDO DE LAVOR,97.5
82085,2015,Ceara,Iguatu,23142375,EEM ANTONIO ALBUQUERQUE DE SOUZA FILHO,81.0
82092,2015,Ceara,Iguatu,23142804,EEM FILGUEIRAS LIMA,77.4
82099,2015,Ceara,Iguatu,23142820,COLEGIO POLOS,96.0
82105,2015,Ceara,Iguatu,23143150,MODELO DE IGUATU ESCOLA DE ENSINO FUNDAMENTAL E MEDIO,98.5
82112,2015,Ceara,Iguatu,23143282,CENECISTA RUI BARBOSA CENTRO EDUCACIONAL,97.0
82119,2015,Ceara,Orós,23144025,EEM EPITACIO PESSOA,88.7
82125,2015,Ceara,Quixelô,23144793,EEM PROFESSOR LUIZ GONZAGA DA FONSECA MOTA,73.2
82131,2015,Ceara,Cariús,23145633,EEM ADAHIL BARRETO,88.7
82137,2015,Ceara,Jucás,23146990,EEM LUIZA TAVORA,77.4
82144,2015,Ceara,Várzea Alegre,23148349,JOSE CORREIA LIMA EEM,90.9
82151,2015,Ceara,Várzea Alegre,23148543,PROFESSORA MARIA AFONSINA DINIZ MACEDO EEM,81.4
82159,2015,Ceara,Baixio,23149434,EEM MONSENHOR HORACIO TEIXEIRA,93.6
82166,2015,Ceara,Ipaumirim,23149795,EEM DOM FRANCISCO DE ASSIS PIRES,90.6
82172,2015,Ceara,Lavras da Mangabeira,23150173,EEM ALDA FERRER AUGUSTO DUTRA,86.9
82179,2015,Ceara,Lavras da Mangabeira,23150297,EEM FILGUEIRAS LIMA,84.7
82186,2015,Ceara,Umari,23151528,EEM MONSENHOR MANOEL CARLOS DE MORAIS,94.5
82193,2015,Ceara,Araripe,23151650,EEFM DONA CARLOTA TAVORA,82.6
82200,2015,Ceara,Assaré,23152737,EEFM RAIMUNDO MOACIR ALENCAR MOTA,86.6
82207,2015,Ceara,Campos Sales,23153261,EEM DE CAMPOS SALES,82.8
82216,2015,Ceara,Campos Sales,23153482,EEEP PRESIDENTE MEDICI,98.9
82223,2015,Ceara,Potengi,23154721,EEFM MENEZES PIMENTEL,83.3
82229,2015,Ceara,Altaneira,23155817,EEM SANTA TEREZA,77.6
82234,2015,Ceara,Caririaçu,23156201,SAO PEDRO EEFM,89.7
82240,2015,Ceara,Caririaçu,23156210,EEM PLACIDO ADERALDO CASTELO,93.8
82247,2015,Ceara,Farias Brito,23157011,EEM GABRIEL BEZERRA DE MORAIS,78.9
82253,2015,Ceara,Farias Brito,23157020,EEFM GETULIO VARGAS,95.5
82260,2015,Ceara,Granjeiro,23157879,EEM MIGUEL SARAIVA PINHEIRO,88.7
82267,2015,Ceara,Aurora,23158514,EEFM TABELIAO JOSE PINTO QUEZADO,88.9
82274,2015,Ceara,Aurora,23158964,EEFM MONSENHOR VICENTE BEZERRA,90.2
82280,2015,Ceara,Aurora,23159014,EEFM PADRE CICERO,72.6
82287,2015,Ceara,Barro,23159545,EEFM MAURO SAMPAIO,89.9
82292,2015,Ceara,Barro,23159766,EEFM DEPUTADO ANTONIO LEITE TAVARES,75.9
82298,2015,Ceara,Mauriti,23160098,EEFM ADAUTO LEITE,96.4
82305,2015,Ceara,Mauriti,23160110,EEM ANDRE CARTAXO,79.5
82311,2015,Ceara,Barbalha,23161604,EEM ADAUTO BEZERRA,84.3
82318,2015,Ceara,Barbalha,23161671,SANTO ANTONIO COLEGIO,95.5
82325,2015,Ceara,Barbalha,23161868,NOSSA SENHORA DE FATIMA COLEGIO,95.4
82332,2015,Ceara,Barbalha,23162350,EEM VIRGILIO TAVORA,86.4
82339,2015,Ceara,Crato,23162406,EEFM POLIVALENTE GOVERNADOR ADAUTO BEZERRA,80.0
82344,2015,Ceara,Crato,23162660,ESCOLA TECNICA DE COMERCIO DA AECC,98.9
82351,2015,Ceara,Crato,23162678,IFCE - CAMPUS CRATO,83.9
82363,2015,Ceara,Crato,23162813,EEFM ESTADO DA BAHIA,72.0
82370,2015,Ceara,Crato,23162902,DIOCESANO DO CRATO COLEGIO,99.1
82377,2015,Ceara,Crato,23162961,EEFM JOSE ALVES DE FIGUEIREDO,82.6
82381,2015,Ceara,Crato,23163020,EEFM JUVENCIO BARRETO,75.0
82388,2015,Ceara,Crato,23163240,PEQUENO PRINCIPE COLEGIO,96.8
82395,2015,Ceara,Crato,23163330,EEFM TEODORICO TELES DE QUENTAL,81.2
82402,2015,Ceara,Crato,23163348,SANTA TERESA DE JESUS COLEGIO,88.0
82408,2015,Ceara,Crato,23163364,ESCOLA DE ENSINO FUNDAMENTAL E MEDIO PRESIDENTE VARGAS,80.0
82414,2015,Ceara,Crato,23163402,EEEP GOVERNADOR VIRGILIO TAVORA,99.7
82420,2015,Ceara,Crato,23163410,COLEGIO ESTADUAL WILSON GONCALVES,72.6
82425,2015,Ceara,Jardim,23164050,EEFM GOVERNADOR ADAUTO BEZERRA,76.1
82436,2015,Ceara,Juazeiro do Norte,23164808,EEM GOVERNADOR ADAUTO BEZERRA,85.2
82439,2015,Ceara,Juazeiro do Norte,23164867,EEFM AMALIA XAVIER,85.6
82444,2015,Ceara,Juazeiro do Norte,23164913,EEFM PREFEITO ANTONIO CONSERVA FEITOSA,82.3
82452,2015,Ceara,Juazeiro do Norte,23165049,COLEGIO BATISTA DO CARIRI,91.3
82456,2015,Ceara,Juazeiro do Norte,23165197,EEFM DONA CLOTILDE SARAIVA,93.6
82461,2015,Ceara,Juazeiro do Norte,23165251,GETULIO GRANGEIRO EEM,89.6
82467,2015,Ceara,Juazeiro do Norte,23165278,CERE ALMIRANTE ERNANI VITORINO ABOIM SILVA,69.4
82473,2015,Ceara,Juazeiro do Norte,23165391,FCO DE ASSIS COLEGIO SAO,97.6
82478,2015,Ceara,Juazeiro do Norte,23165421,EEM FIGUEIREDO CORREIA,80.7
82485,2015,Ceara,Juazeiro do Norte,23165430,EEFM PRESIDENTE GEISEL,97.5
82492,2015,Ceara,Juazeiro do Norte,23165588,COLEGIO SALESIANO SAO JOAO BOSCO,98.9
82496,2015,Ceara,Juazeiro do Norte,23165618,EEFM JOSE BEZERRA MENEZES,84.2
82501,2015,Ceara,Juazeiro do Norte,23165774,EEFM DONA MARIA AMELIA BEZERRA,79.6
82508,2015,Ceara,Juazeiro do Norte,23165901,COLEGIO MODULO,97.1
82515,2015,Ceara,Juazeiro do Norte,23165910,EEEP PROFESSOR MOREIRA DE SOUSA,98.2
82521,2015,Ceara,Juazeiro do Norte,23166100,EEFM TIRADENTES,88.4
82528,2015,Ceara,Missão Velha,23166185,EEFM PADRE AMORIM,91.9
82533,2015,Ceara,Missão Velha,23166215,EEM MONSENHOR ANTONIO FEITOSA,84.5
82540,2015,Ceara,Nova Olinda,23167190,EEFM PADRE LUIS FILGUEIRAS,82.3
82546,2015,Ceara,Porteiras,23167386,EEM ARISTARCO CARDOSO,76.9
82552,2015,Ceara,Santana do Cariri,23167963,EEM ADRIAO DO VALE NUVENS,80.0
82559,2015,Ceara,Abaiara,23168749,EEFM BELARMINO LINS DE MEDEIROS,84.2
82565,2015,Ceara,Brejo Santo,23169125,EEEP BALBINA VIANA ARRAIS,98.2
82572,2015,Ceara,Brejo Santo,23169249,EEFM JOSE MATIAS SAMPAIO,84.1
82579,2015,Ceara,Brejo Santo,23169923,COLEGIO PADRE VIANA,90.9
82586,2015,Ceara,Jati,23170492,EEM MOISES BENTO DA SILVA,90.1
82593,2015,Ceara,Milagres,23170620,EEM DONA ANTONIA LINDALVA DE MORAIS,81.2
82600,2015,Ceara,Milagres,23171324,PATRONATO DONA ZEFINHA GOMES,100.0
82606,2015,Ceara,Penaforte,23171804,EEFM SIMAO ANGELO,80.5
82611,2015,Ceara,Acaraú,23174986,EEM TOMAZ POMPEU DE SOUSA BRASIL,89.9
82618,2015,Ceara,Antonina do Norte,23179902,EEFM ANTONIO MOTA,90.4
82622,2015,Ceara,Caucaia,23180226,CAIC PROFESSORA FRANCISCA ESTRELA TORQUATO FIRMEZA,74.1
82628,2015,Ceara,Itapipoca,23182016,COLEGIO ALFA MASTER,100.0
82634,2015,Ceara,Crato,23183152,AGAPE ESTUDOS COLEGIO,100.0
82640,2015,Ceara,Ipu,23183675,COLEGIO IPUENSE,98.4
82648,2015,Ceara,Maranguape,23185112,CAIC SENADOR CARLOS JEREISSATI,77.1
82653,2015,Ceara,Fortaleza,23185244,LUIZA TAVORA LTDA COLEGIO,92.3
82660,2015,Ceara,Sobral,23185287,CERE PREFEITO JOSE EUCLIDES FERREIRA GOMES JUNIOR,84.1
82663,2015,Ceara,Fortaleza,23186224,CAIC RAIMUNDO GOMES DE CARVALHO,78.9
82666,2015,Ceara,Fortaleza,23186259,NOSSA SENHORA DAS GRACAS ESCOLA,92.9
82671,2015,Ceara,Fortaleza,23186364,EEFM PROFESSORA ADELIA BRASIL FEIJO,76.6
82677,2015,Ceara,Fortaleza,23186488,EEFM DOUTOR CESAR CALS,86.6
82683,2015,Ceara,Fortaleza,23186518,EEFM IRMAO URBANO GONZALEZ RODRIGUEZ,63.6
82690,2015,Ceara,Fortaleza,23186704,EVANDRO AYRES DE MOURA CENTRO EDUCACIONAL,95.7
82693,2015,Ceara,Fortaleza,23186763,EXODUS COLEGIO,92.9
82697,2015,Ceara,Fortaleza,23187735,EEFM ANTONIO DIAS MACEDO,70.3
82704,2015,Ceara,Fortaleza,23187867,JIM WILLSON COLEGIO,91.1
82709,2015,Ceara,Fortaleza,23187956,EEEP DONA CREUSA DO CARMO ROCHA,99.7
82714,2015,Ceara,Fortaleza,23187980,INSTITUTO EDUCACIONAL WILKSON LIMA,94.4
82719,2015,Ceara,Fortaleza,23188154,CAIC MARIA ALVES CARIOCA,67.6
82724,2015,Ceara,Fortaleza,23188545,CERE MARIA JOSE SANTOS FERREIRA GOMES,82.9
82729,2015,Ceara,Fortaleza,23188774,EEFM AYRTON SENNA DA SILVA,70.5
82738,2015,Ceara,Juazeiro do Norte,23190884,CAIC DOM ANTONIO CAMPELO DE ARAGAO,85.1
82744,2015,Ceara,Caucaia,23191651,COLEGIO PADRE MORORO,98.7
82754,2015,Ceara,Fortaleza,23194154,TELEYOS COLEGIO,95.6
82760,2015,Ceara,Fortaleza,23194669,ESPACO ABERTO COLEGIO,89.4
82767,2015,Ceara,Fortaleza,23198710,COLEGIO DA POLICIA MILITAR DO CEARA,92.7
82773,2015,Ceara,Fortaleza,23199407,MENEZES E SOUSA COLEGIO,100.0
82774,2015,Ceara,Tianguá,23200758,MARIA STELA EEIF,100.0
82781,2015,Ceara,Alto Santo,23203536,EEM FRANCISCO NONATO FREIRE,75.7
82792,2015,Ceara,Quiterianópolis,23209585,EEM MARIA JOSE COUTINHO,83.9
82799,2015,Ceara,Fortaleza,23210710,COLEGIO MILITAR DE FORTALEZA,98.8
82802,2015,Ceara,Mauriti,23211342,PADRE ARGEMIRO ROLIM DE OLIVEIRA E E F M,94.1
82810,2015,Ceara,Fortaleza,23212020,TELES COLEGIO 02,99.2
82816,2015,Ceara,Missão Velha,23213655,JEAN PIAGET - EEIFM,100.0
82827,2015,Ceara,Sobral,23214449,COLEGIO JOSE ROMAO,90.9
82832,2015,Ceara,Fortaleza,23214457,EEFM POETA OTACILIO COLARES,72.9
82839,2015,Ceara,Fortaleza,23214694,MA MONTENEGRO COLEGIO IRMA ANEX,94.2
82846,2015,Ceara,Fortaleza,23215534,COLEGIO MILITAR DO CORPO DE BOMBEIRO,99.6
82853,2015,Ceara,Ipaporanga,23217510,EEM MARIA VIEIRA DE PINHO,81.5
82858,2015,Ceara,Catunda,23219181,EEM MONSENHOR XIMENES,82.9
82864,2015,Ceara,Fortaleza,23221160,LICEU DE MESSEJANA,63.5
82871,2015,Ceara,Quixeramobim,23221348,EEM DOUTOR ANDRADE FURTADO II,85.1
82878,2015,Ceara,Maracanaú,23223030,LICEU PROFESSOR FRANCISCO OSCAR RODRIGUES,88.8
82883,2015,Ceara,Maracanaú,23223081,COLEGIO ESTADUAL RUI BARBOSA,73.2
82889,2015,Ceara,Tauá,23224509,LICEU LILI FEITOSA,78.4
82896,2015,Ceara,Ararendá,23225190,LICEU DE ARARENDA JOSE WILSON VERAS MOURAO,84.7
82899,2015,Ceara,Fortaleza,23225327,EEFM MARIO HUGO CIDRACK DO VALE,67.7
82905,2015,Ceara,Fortaleza,23225360,EEFM SANTO AMARO,74.5
82911,2015,Ceara,Fortaleza,23225386,EEFM PROFESSOR MARIO SCHEMBERG,60.3
82917,2015,Ceara,Fortaleza,23225408,LICEU DA VILA VELHA,46.4
82924,2015,Ceara,Fortaleza,23225416,EEM LICEU DO CONJUNTO CEARA,91.6
82930,2015,Ceara,Fortaleza,23225491,EEFM DOM HELDER CAMARA,83.7
82932,2015,Ceara,Fortaleza,23225505,EEFM JOSE WALDEMAR DE ALCANTARA E SILVA,79.6
82935,2015,Ceara,Fortaleza,23225890,VIDA VIVA CENTRO EDUCACIONAL,100.0
82946,2015,Ceara,Fortaleza,23227818,EEFM PROFESSOR PAULO FREIRE,68.4
82953,2015,Ceara,Martinópole,23228717,EEM MURILO BRAGA,86.3
82965,2015,Ceara,Crateús,23231297,COLEGIO VITORIA LTDA,92.9
82971,2015,Ceara,Fortaleza,23232242,BATISTA SANTOS DUMONT - COLEGIO ANEXO I,88.5
82975,2015,Ceara,Maranguape,23232307,COLEGIO OLIMPICO,98.3
82978,2015,Ceara,Caucaia,23232390,COLEGIO OLIVEIRA CASTRO,94.4
82984,2015,Ceara,Quixadá,23232439,EEEP MARIA CAVALCANTE COSTA,99.5
82990,2015,Ceara,Fortaleza,23233885,EEFM POETA PATATIVA DO ASSARE,58.5
82994,2015,Ceara,Fortaleza,23233893,EEFM MICHELSON NOBRE DA SILVA,74.3
83001,2015,Ceara,Fortaleza,23234113,INTELECTO COLEGIO,92.0
83012,2015,Ceara,Potiretama,23234474,EEM ANTONIO REGINALDO MAGALHAES ALMEIDA,91.6
83019,2015,Ceara,Barroquinha,23234580,EEM JAIME LAURINDO DA SILVA,83.3
83026,2015,Ceara,Brejo Santo,23234814,LICEU PROFESSOR JOSE TELES DE CARVALHO,90.4
83028,2015,Ceara,Fortaleza,23235250,ORGANIZ EDUCAC LOPES PEREIRA LTDA COLEGIO SAO LUCAS,100.0
83031,2015,Ceara,Fortaleza,23235497,AFONSO ANDRADE COLEGIO,97.5
83036,2015,Ceara,Fortaleza,23235543,ARI DE SA CAVALCANTE COLEGIO - MAJOR FACUNDO,99.2
83039,2015,Ceara,Caucaia,23235675,EEEP PROFESSOR ANTONIO VALMIR DA SILVA,97.6
83042,2015,Ceara,Guaiúba,23235683,EEEP JOSE IVANILTON NOCRATO,96.0
83045,2015,Ceara,Eusébio,23235691,EEEP EUSEBIO DE QUEIROZ,99.2
83050,2015,Ceara,Parambu,23235705,EEM ANA NORONHA,90.0
83055,2015,Ceara,Fortaleza,23235900,LOURENCO FILHO - OSORIO DE PAIVA COLEGIO,98.3
83058,2015,Ceara,Fortaleza,23235950,AUXILIADORA NOSSA SENHORA ESCOLA,100.0
83061,2015,Ceara,Hidrolândia,23236027,EEEP FRANCISCA MAURA MARTINS,97.4
83068,2015,Ceara,Fortaleza,23236051,MASTER COLEGIO,96.7
83070,2015,Ceara,Massapê,23236060,EEEP FRANCISCA NEILYTA CARNEIRO ALBUQUERQUE,96.4
83073,2015,Ceara,Morada Nova,23236078,EEEP OSMIRA EDUARDO DE CASTRO,97.9
83076,2015,Ceara,Jaguaruana,23236094,EEEP FRANCISCA ROCHA SILVA,97.7
83080,2015,Ceara,Juazeiro do Norte,23236205,EEEP RAIMUNDO SARAIVA COELHO,99.6
83085,2015,Ceara,Caucaia,23236353,LICEU DE CAUCAIA,80.2
83091,2015,Ceara,São Benedito,23236434,EEM LICEU DE SAO BENEDITO DR JOAO ALMIR DE FREITAS BRANDAO,89.8
83097,2015,Ceara,Sobral,23236442,EEEP DOM WALFRIDO TEIXEIRA VIEIRA,99.3
83103,2015,Ceara,Juazeiro do Norte,23236469,EEEP ADERSON BORGES DE CARVALHO,100.0
83110,2015,Ceara,Acaraú,23236477,EEM LICEU DE ACARAU MARIA ALICE RAMOS GOMES,87.2
83116,2015,Ceara,Graça,23236507,EEM RAIMUNDO DA CUNHA BRITO,80.2
83120,2015,Ceara,Camocim,23236574,EEM MONSENHOR JOSE AUGUSTO DA SILVA,75.9
83122,2015,Ceara,Granja,23236655,EEEP GUILHERME TELES GOUVEIA,90.0
83124,2015,Ceara,Várzea Alegre,23236671,RAIMUNDO NONATO SAO COLEGIO LTDA,98.0
83129,2015,Ceara,Barbalha,23236752,EEM ALMIRO DA CRUZ,91.4
83135,2015,Ceara,Itapajé,23237422,PATRONATO SAO JOSE,96.7
83139,2015,Ceara,Ipu,23237775,EEM ANTONIO PEREIRA DE FARIAS,94.1
83141,2015,Ceara,Aurora,23237821,EEEP LEOPOLDINA GONCALVES QUEZADO,90.8
83143,2015,Ceara,Milagres,23238194,EEEP IRMA ANA ZELIA DA FONSECA,97.0
83146,2015,Ceara,Barro,23238828,EEM WILSON DIAS CABRAL,89.4
83153,2015,Ceara,Juazeiro do Norte,23238836,PARAISO EDUCACIONAL SS LTDA,99.3
83155,2015,Ceara,Sobral,23238933,EEEP PROFESSORA LYSIA PIMENTEL GOMES SAMPAIO SALES,97.9
83165,2015,Ceara,Maracanaú,23241012,JOAQUIM BARROSO NETO COLEGIO,97.6
83170,2015,Ceara,Maracanaú,23241314,EEM PROFESSORA EUDES VERAS,73.6
83177,2015,Ceara,Iguatu,23241489,LICEU DE IGUATU DOUTOR JOSE GONDIM,91.5
83183,2015,Ceara,Croatá,23242426,EEM DE CROATA FLAVIO RODRIGUES,88.8
83187,2015,Ceara,Fortaleza,23242876,INSTITUTO DE EDUCACAO BENFICA LTDA,90.3
83189,2015,Ceara,Aquiraz,23242949,EEEP PROFESSORA ALDA FACANHA,98.6
83191,2015,Ceara,Lavras da Mangabeira,23243023,EEEP PROFESSOR GUSTAVO AUGUSTO LIMA,99.3
83193,2015,Ceara,Parambu,23243082,EEEP JOAQUIM FILOMENO NORONHA,97.9
83199,2015,Ceara,Fortaleza,23243163,ATENEU DO CEARA COLEGIO,91.0
83202,2015,Ceara,Fortaleza,23243244,EQUIPE COLEGIO,62.1
83208,2015,Ceara,Fortaleza,23243317,COLEGIO GILVANIRA FERNANDES SC LTDA,97.9
83210,2015,Ceara,Fortaleza,23243350,FARIAS BRITO JOVEM SEIS BOCAS COLEGIO,97.6
83212,2015,Ceara,Santana do Acaraú,23243538,EEEP FRANCISCO DAS CHAGAS VASCONCELOS,95.0
83219,2015,Ceara,Juazeiro do Norte,23244607,CENTRO DE EDUCACAO E CULTURA MACHADO DE ASSIS LTDA,62.9
83224,2015,Ceara,Fortaleza,23244640,ATENEU DE FORTALEZA COLEGIO,100.0
83225,2015,Ceara,Jardim,23244666,EEEP DR NAPOLEAO NEVES DA LUZ,98.7
83226,2015,Ceara,Viçosa do Ceará,23244712,EEEP JOSE VICTOR FONTENELLE FILHO,97.2
83227,2015,Ceara,Araripe,23244720,EEEP VALTER NUNES DE ALENCAR,98.3
83228,2015,Ceara,Crato,23244739,EEEP MARIA VIOLETA ARRAES DE ALENCAR GERVAISEAU,98.5
83229,2015,Ceara,Fortaleza,23244747,EEEP JAIME ALENCAR DE OLIVEIRA,97.1
83235,2015,Ceara,Viçosa do Ceará,23244780,EEM IRMA LINS,86.4
83242,2015,Ceara,Beberibe,23244828,FRANCISCA MOREIRA DE SOUZA EEM,93.5
83246,2015,Ceara,Itaitinga,23244992,EEM ANTONIO GERALDO DE LIMA,77.1
83253,2015,Ceara,Carnaubal,23245000,EEM JOAQUIM BASTOS GONCALVES,89.3
83259,2015,Ceara,São Benedito,23245018,EEEP ISAIAS GONCALVES DAMASCENO,96.0
83262,2015,Ceara,Tauá,23245026,EEM MARIA DAS DORES CIDRAO ALEXANDRINO,87.0
83264,2015,Ceara,Umirim,23245107,IFCE - CAMPUS UMIRIM,91.4
83267,2015,Ceara,Boa Viagem,23245140,VALDEMAR ALCANTARA COLEGIO,100.0
83274,2015,Ceara,Deputado Irapuan Pinheiro,23245292,EEM JOAQUIM JOSUE DA COSTA,93.2
83283,2015,Ceara,Fortaleza,23245468,COLEGIO DE ENSINO MEDIO JOSE DE ALENCAR SC LTDA,97.5
83289,2015,Ceara,Fortaleza,23245573,MASTER COLEGIO,100.0
83293,2015,Ceara,Fortaleza,23245697,MANUELITO COLEGIO LTDA,96.4
83300,2015,Ceara,Fortaleza,23245980,ANTARES COLEGIO,97.6
83303,2015,Ceara,Camocim,23246260,EEM FRANCISCO DE ASSIS FONTENELE,88.2
83306,2015,Ceara,Tianguá,23246324,EEM DE ARAPA A DENOMINAR,88.7
83307,2015,Ceara,Tianguá,23246456,SANTA MARIA LTDA ME COLEGIAL,97.1
83310,2015,Ceara,Fortaleza,23246561,21 DE ABRIL COLEGIO BEZERRA DE MENEZES,94.6
83312,2015,Ceara,Aquiraz,23246618,EEM MARIA DE CASTRO BERNARDO,83.9
83314,2015,Ceara,Tauá,23246634,EEM RAIMUNDO ADJACIR CIDRAO DE OLIVEIRA,87.2
83316,2015,Ceara,Itapiúna,23246642,VEREADORA EDIMAR MARTINS DA CUNHA EEM,84.7
83318,2015,Ceara,Ubajara,23246790,IRLANE FERNANDES CENTRO DE EDUCACAO,97.6
83320,2015,Ceara,Fortaleza,23246847,FARIAS BRITO COLEGIO DE APLICACAO,99.5
83322,2015,Ceara,Fortaleza,23246871,ARI DE SA CAVALCANTE SEDE MARIO MAMEDE COLEGIO,100.0
83324,2015,Ceara,Fortaleza,23246880,CHRISTUS COLEGIO PRE UNIVERSITARIO,100.0
83330,2015,Ceara,Fortaleza,23247088,AGAPE COLEGIO,95.5
83335,2015,Ceara,Paracuru,23247509,JOAO DA ROCHA COLEGIO PADRE,93.9
83342,2015,Ceara,Sobral,23247754,AGOSTINHO NERES PORTELA EEM,93.9
83348,2015,Ceara,Chorozinho,23248998,WLADIMIR RORIZ EEM,85.6
83355,2015,Ceara,Maranguape,23249676,EEM ANTONIO LUIS COELHO,79.0
83360,2015,Ceara,Ibiapina,23249900,EEFM PROFESSORA ROSA MARTINS CAMELO MELO,90.9
83366,2015,Ceara,Fortaleza,23251832,TIRADENTES COLEGIO,97.4
83367,2015,Ceara,Pacajus,23251913,NUNES MORAES COLEGIO DE ENSINO FUNDAMENTAL E MEDIO CENTRO,97.8
83372,2015,Ceara,Fortaleza,23252294,EEFM JOAO NOGUEIRA JUCA,57.9
83373,2015,Ceara,Quixeré,23252413,JOAQUIM RODRIGUES DE LIMA EEM,76.6
83377,2015,Ceara,Fortaleza,23252464,COLEGIO VENCER,94.0
83383,2015,Ceara,Fortaleza,23252499,DUQUE DE CAXIAS COLEGIO,97.9
83384,2015,Ceara,Tianguá,23252545,MIGUEL CARNEIRO DA CUNHA EEM,91.0
83385,2015,Ceara,Acaraú,23252600,GERALDO BENONI GOMES SILVEIRA EEM,92.4
83386,2015,Ceara,Parambu,23252618,DEILMA SIQUEIRA DE ALENCAR ALMEIDA EEM,92.4
83387,2015,Ceara,Morrinhos,23252642,MARIA JOSE MAGALHAES EEM,91.7
83388,2015,Ceara,Ubajara,23252669,ZUMIRA AGASSIS EEM,88.7
83392,2015,Ceara,Fortaleza,23253070,SELETIVO INSTITUICAO EDUCACIONAL,97.2
83397,2015,Ceara,Fortaleza,23253193,JULIA FIALHO ENSINO MEDIO COLEGIO,64.2
83404,2015,Ceara,Trairi,23254068,EEM MARIA CELESTE DE AZEVEDO,89.3
83411,2015,Ceara,Crato,23255269,PREFEITO RAIMUNDO COELHO BEZERRA DE FARIAS EEM LICEU DO CRATO,75.2
83417,2015,Ceara,Russas,23255528,EEEP PROFESSOR WALQUER CAVALCANTE MAIA,98.9
83421,2015,Ceara,Independência,23255587,ESCOLA FAMILIA AGRICOLA DOM FRAGOSO,98.6
83422,2015,Ceara,Fortaleza,23259159,MARIA ESTER 2 COLEGIO,99.6
83423,2015,Ceara,Fortaleza,23259370,COLEGIO DOM FELIPE,95.7
83432,2015,Ceara,Fortaleza,23263741,CWD MAXIMUS COLEGIO,95.5
83438,2015,Ceara,Fortaleza,23263849,ESSENCIAL COLEGIO,95.4
83443,2015,Ceara,Cascavel,23264063,EDSON QUEIROZ EEEP,98.8
83449,2015,Ceara,Horizonte,23264071,EEEP MARIA DOLORES ALCANTARA E SILVA,98.5
83454,2015,Ceara,Sobral,23264101,EEM DR JOSE EUCLIDES FERREIRA GOMES JUNIOR,75.8
83461,2015,Ceara,Crato,23264616,JOAQUIM VALDEVINO DE BRITO EEM,84.9
83467,2015,Ceara,Salitre,23264624,EEM JOSE WALDEMAR DE ALCANTARA E SILVA,81.2
83469,2015,Ceara,Fortaleza,23264721,EEFM JOAO PAULO II,83.2
83472,2015,Ceara,Fortaleza,23264985,EEFM SAO JOSE,71.3
83479,2015,Ceara,Quixeramobim,23265264,LICEU DE QUIXERAMOBIM ALFREDO ALMEIDA,74.4
83486,2015,Ceara,Acopiara,23265400,LICEU DE ACOPIARA DEPUTADO FRANCISCO ALVES SOBRINHO,80.5
83492,2015,Ceara,Aracati,23265426,EEEP PROFESSORA ELSA MARIA PORTO COSTA LIMA,97.6
83499,2015,Ceara,Camocim,23265795,LICEU DE CAMOCIM DEPUTADO MURILO AGUIAR,80.6
83505,2015,Ceara,Pedra Branca,23265833,EEM ELZA GOMES MARTINS,91.8
83512,2015,Ceara,Tianguá,23265876,LICEU DE TIANGUA JOSE NI MOREIRA,82.1
83518,2015,Ceara,Fortaleza,23265892,PROVECTO COLEGIO,95.5
83524,2015,Ceara,Fortaleza,23266333,BRASIL COLEGIO,98.1
83529,2015,Ceara,Fortaleza,23267194,PAIVA ANDRADE COLEGIO,97.9
83535,2015,Ceara,Fortaleza,23267658,LIMA NOGUEIRA COLEGIO,100.0
83541,2015,Ceara,São Benedito,23268441,PIMENTA COLEGIO,97.8
83544,2015,Ceara,Itapipoca,23268700,ESCOLA INDIGENA BROLHOS DA TERRA,91.9
83551,2015,Ceara,Santana do Acaraú,23268999,COLEGIO SANTANENSE,92.5
83557,2015,Ceara,Fortaleza,23269022,ERNESTO GURGEL COLEGIO,100.0
83564,2015,Ceara,Fortaleza,23269316,MASTER SUL COLEGIO,94.8
83571,2015,Ceara,Fortaleza,23269340,COLEGIO ANTARES ATS,98.7
83577,2015,Ceara,Fortaleza,23270748,ATENEU DO CEARA COLEGIO,100.0
83582,2015,Ceara,Fortaleza,23271469,COLEGIO ATENEU,86.9
83587,2015,Ceara,Fortaleza,23272058,LICEU ESTADUAL PROFESSOR DOMINGOS BRASILEIRO,62.1
83605,2015,Ceara,Bela Cruz,23272317,EEEP JULIO FRANCA,98.2
83611,2015,Ceara,Fortaleza,23272333,FARIAS BRITO COLEGIO PRE-VESTIBULAR CENTRAL,99.5
83624,2015,Ceara,Fortaleza,23272430,ARI DE SA CAVALCANTE SEDE ALDEOTA COLEGIO,93.7
83625,2015,Ceara,Varjota,23272813,ESCOLA DE ENSINO BASICO ANTONIO LORENO,100.0
83626,2015,Ceara,Fortaleza,23275200,EMANUEL ESCOLA,98.0
83627,2015,Ceara,Fortaleza,23276002,GLOBINHO INSTITUTO EDUCACIONAL,100.0
83634,2015,Ceara,Fortaleza,23276606,7 DE SETEMBRO COLEGIO - EGS,95.4
83640,2015,Ceara,Tabuleiro do Norte,23307013,ALTERNATIVO COLEGIO,100.0
83646,2015,Ceara,Itapipoca,23320214,EEEP RITA AGUIAR BARBOSA,97.6
83652,2015,Ceara,Fortaleza,23323418,EEEP PAULO PETROLA,97.7
83657,2015,Ceara,Fortaleza,23323426,EEEP ICARO DE SOUSA MOREIRA,94.7
