,school_id,latitude,longitude,region,division,province,municipality,district
9637,107248,13.941158,120.71305100000001,Region IV-A,Batangas,Batangas,Balayan,Balayan West
9638,108135,14.1698677,120.9544384,Region IV-A,Cavite,Cavite,Silang,Silang II
9639,108168,14.851487,120.914758,Region IV-A,Cavite,Cavite,Tanza,Tanza
9641,107777,14.0927675,121.11286090000002,Region IV-A,Tanauan City,Batangas,City Of Tanauan,Tanauan City South
9642,108530,13.97928562,121.8882078,Region IV-A,Quezon,Quezon,Atimonan,Atimonan
9643,108175,14.287008,120.70778999999999,Region IV-A,Cavite,Cavite,Ternate,Ternate
9644,109389,14.338485,121.219388,Region IV-A,Rizal,Rizal,Binangonan,Binangonan II
9645,107633,13.790822,121.32811699999999,Region IV-A,Batangas,Batangas,San Juan,San Juan West
9646,163511,13.792322,121.333008,Region IV-A,Batangas,Batangas,San Juan,San Juan West
9647,109341,14.65861111,121.2113889,Region IV-A,Antipolo City,Rizal,City Of Antipolo,District II-C
9648,108403,14.406635,121.53776599999999,Region IV-A,Laguna,Laguna,Pakil,Pangil-Pakil
9649,109169,13.96153562,121.5271825,Region IV-A,Quezon,Quezon,Sariaya,Sariaya East
9650,108775,13.872458,122.10280700000001,Region IV-A,Quezon,Quezon,Gumaca,Gumaca West
9652,109096,13.32249903,122.6519412,Region IV-A,Quezon,Quezon,San Andres,San Andres
9653,109677,13.93740032,121.16069669999999,Region IV-A,Lipa City,Batangas,Lipa City,Lipa City South District
9654,109667,13.9583545,121.1651728,Region IV-A,Lipa City,Batangas,Lipa City,Lipa City North Disrict
9656,109048,14.739359,121.93519599999999,Region IV-A,Quezon,Quezon,Polillo,Polillo
9657,107852,14.094859,120.88718300000001,Region IV-A,Cavite,Cavite,Alfonso,Alfonso
9658,109701,13.94161534,121.12970259999999,Region IV-A,Lipa City,Batangas,Lipa City,Lipa City West District
9659,108110,14.22062714,120.9712645,Region IV-A,Cavite,Cavite,Silang,Silang I
9660,108111,14.220289,120.970258,Region IV-A,Cavite,Cavite,Silang,Silang I
9661,108092,14.41958408,120.8619136,Region IV-A,Cavite,Cavite,Rosario,Rosario
9662,108450,14.2822,121.415,Region IV-A,Laguna,Laguna,Santa Cruz (Capital),Santa Cruz
9663,109495,14.6573877,121.15090249999999,Region IV-A,Rizal,Rizal,San Mateo,San Mateo
9664,108367,14.120844,121.421761,Region IV-A,Laguna,Laguna,Nagcarlan,Nagcarlan-Rizal
9665,109726,13.95171264,121.6413746,Region IV-A,Lucena City,Quezon,Lucena City (Capital),Lucena North District
9666,109519,14.50037702,121.2844902,Region IV-A,Rizal,Rizal,Tanay,Tanay I
9667,109624,13.66708377,121.05436809999999,Region IV-A,Batangas City,Batangas,Batangas City (Capital),Batangas City West District
9668,108584,14.219293,122.26821899999999,Region IV-A,Quezon,Quezon,Calauag,Calauag East
9669,107280,13.804408,120.972633,Region IV-A,Batangas,Batangas,Bauan,Bauan
9670,108484,14.32604703,121.1156289,Region IV-A,Sta. Rosa City,Laguna,City Of Santa Rosa,City of Sta. Rosa District II
9671,107853,14.128585,120.829976,Region IV-A,Cavite,Cavite,Alfonso,Alfonso
9672,107876,14.45915164,120.9270866,Region IV-A,Bacoor City,Cavite,Bacoor,Bacoor I
9673,108494,14.41527778,121.4463889,Region IV-A,Laguna,Laguna,Siniloan,Siniloan
9674,108991,14.71249675,122.36971909999998,Region IV-A,Quezon,Quezon,Patnanungan,Patnanungan-Jomalig
9675,108368,14.184845,121.38073,Region IV-A,Laguna,Laguna,Nagcarlan,Nagcarlan-Rizal
9676,107307,13.914444,120.84611100000001,Region IV-A,Batangas,Batangas,Calaca,Calaca
9677,107391,13.908611,120.86027800000001,Region IV-A,Batangas,Batangas,Lemery,Lemery
9678,108749,13.80690888,122.47335430000001,Region IV-A,Quezon,Quezon,Guinayangan,Guinayangan
9679,109113,13.89430385,121.30324329999999,Region IV-A,Quezon,Quezon,San Antonio,San Antonio
9680,107667,13.9075,120.93833300000001,Region IV-A,Batangas,Batangas,San Nicolas,San Nicolas
9681,108958,13.95761,121.80573100000001,Region IV-A,Quezon,Quezon,Padre Burgos,Padre Burgos-Agdangan
9682,109460,14.37194444,121.33194440000001,Region IV-A,Rizal,Rizal,Jala-Jala,Jalajala
9683,109862,14.20278308,121.10616950000001,Region IV-A,Calamba City,Laguna,City Of Calamba,Calamba City West
9684,109610,13.73546457,121.0923419,Region IV-A,Batangas City,Batangas,Batangas City (Capital),Batangas City New District
9685,108750,13.91850187,122.4349344,Region IV-A,Quezon,Quezon,Guinayangan,Guinayangan
9686,164508,14.244246,121.5214,Region IV-A,Laguna,Laguna,Cavinti,Cavinti
9687,108334,14.338639,121.5289,Region IV-A,Laguna,Laguna,Kalayaan,Lumban-Kalayaan
9688,108335,14.324564,121.53056299999999,Region IV-A,Laguna,Laguna,Kalayaan,Lumban-Kalayaan
9689,108336,14.324289,121.531471,Region IV-A,Laguna,Laguna,Kalayaan,Lumban-Kalayaan
9690,109316,14.540769,121.19601599999999,Region IV-A,Rizal,Rizal,Binangonan,Binangonan III
9692,109531,14.58128697,121.136799,Region IV-A,Rizal,Rizal,Taytay,Taytay I
9693,109532,14.5369762,121.1094828,Region IV-A,Rizal,Rizal,Taytay,Taytay I
9694,164015,14.41358056,120.9826889,Region IV-A,Bacoor City,Cavite,Bacoor,Bacoor II
9695,109756,14.0420074,121.31479840000002,Region IV-A,San Pablo City,Laguna,San Pablo City,Ambray
9696,107257,14.035906,121.09951799999999,Region IV-A,Batangas,Batangas,Balete,Balete
9697,109013,13.76921389,122.10994860000001,Region IV-A,Quezon,Quezon,Pitogo,Pitogo
9698,107464,13.74638889,120.9013889,Region IV-A,Batangas,Batangas,Mabini,Mabini
9700,108231,14.32556622,121.06118959999999,Region IV-A,Laguna,Laguna,City Of Biñan,Biñan
9701,109594,13.815473,121.08894199999999,Region IV-A,Batangas City,Batangas,Batangas City (Capital),Batangas City North District
9702,109242,14.04613719,121.6742277,Region IV-A,Tayabas City,Quezon,City Of Tayabas,Tayabas East
9703,164516,14.26958048,121.1435691,Region IV-A,Laguna,Laguna,Cabuyao,Cabuyao
9704,164528,14.333447,121.008781,Region IV-A,Laguna,Laguna,San Pedro,San Pedro
9706,164527,14.280629,121.053322,Region IV-A,Laguna,Laguna,City Of Biñan,Biñan
9707,164526,14.295773,121.05938700000002,Region IV-A,Laguna,Laguna,City Of Biñan,Biñan
9708,165510,14.760014,121.150605,Region IV-A,Rizal,Rizal,Rodriguez (Montalban),Rodriguez II
9709,165511,14.755175,121.14186799999999,Region IV-A,Rizal,Rizal,Rodriguez (Montalban),Rodriguez II
9710,164014,14.258217,120.87173100000001,Region IV-A,Cavite,Cavite,Trece Martires City (Capital),Trece Martirez City
9711,168501,14.159406,121.10448500000001,Region IV-A,Calamba City,Laguna,City Of Calamba,Calamba City West
9712,109411,14.5913803,121.10611979999999,Region IV-A,Rizal,Rizal,Cainta,Cainta II
9713,109802,14.016691,121.325744,Region IV-A,San Pablo City,Laguna,San Pablo City,San Francisco
9714,107713,14.06594094,121.1947337,Region IV-A,Batangas,Batangas,Santo Tomas,Sto. Tomas South
9715,109533,14.56608022,121.1274504,Region IV-A,Rizal,Rizal,Taytay,Taytay I
9716,107714,14.13019985,121.1366739,Region IV-A,Batangas,Batangas,Santo Tomas,Sto. Tomas North
9717,109811,14.134578,121.346,Region IV-A,San Pablo City,Laguna,San Pablo City,Sto. Angel
9718,108531,14.00390784,121.83445220000002,Region IV-A,Quezon,Quezon,Atimonan,Atimonan
9719,108819,13.751391,122.420483,Region IV-A,Quezon,Quezon,Lopez,Lopez East
9720,108532,14.01144193,121.79955659999999,Region IV-A,Quezon,Quezon,Atimonan,Atimonan
9721,108631,13.86965565,121.42116399999999,Region IV-A,Quezon,Quezon,Candelaria,Candelaria East
9722,109224,13.96678998,122.53541729999999,Region IV-A,Quezon,Quezon,Tagkawayan,Tagkawayan
9723,109625,13.75313879,121.0445795,Region IV-A,Batangas City,Batangas,Batangas City (Capital),Batangas City West District
9724,107715,14.02598727,121.20558999999999,Region IV-A,Batangas,Batangas,Santo Tomas,Sto. Tomas South
9725,107918,14.32187386,120.97104820000001,Region IV-A,Dasmarinas City,Cavite,City Of Dasmariñas,Dasmariñas II
9726,108169,14.39020949,120.86211809999999,Region IV-A,Cavite,Cavite,Tanza,Tanza
9727,108209,14.123339,121.253128,Region IV-A,Laguna,Laguna,Bay,Bay
9728,109765,14.028682,121.351276,Region IV-A,San Pablo City,Laguna,San Pablo City,Dapdapan
9729,107716,13.9867061,121.21393570000001,Region IV-A,Batangas,Batangas,Santo Tomas,Sto. Tomas North
9730,109639,14.47030017,120.8890952,Region IV-A,Cavite City,Cavite,Cavite City,Cavite City III District
9731,108747,13.93180454,122.40649769999999,Region IV-A,Quezon,Quezon,Guinayangan,Guinayangan
9732,109342,14.61491052,121.1704395,Region IV-A,Antipolo City,Rizal,City Of Antipolo,District I-B
9733,107920,14.31279332,120.96064979999998,Region IV-A,Dasmarinas City,Cavite,City Of Dasmariñas,Dasmariñas II
9734,107717,14.094272,121.212898,Region IV-A,Batangas,Batangas,Santo Tomas,Sto. Tomas South
9735,109522,14.631123,121.414704,Region IV-A,Rizal,Rizal,Tanay,Tanay II
9736,108916,14.0932912,121.7861938,Region IV-A,Quezon,Quezon,Mauban,Mauban South
9737,108665,13.69690181,122.2840118,Region IV-A,Quezon,Quezon,Catanauan,Catanauan
9738,109757,14.028349,121.31230900000001,Region IV-A,San Pablo City,Laguna,San Pablo City,Ambray
9739,107281,13.773785,120.96396599999999,Region IV-A,Batangas,Batangas,Bauan,Bauan
9740,107383,14.047667,120.89827700000001,Region IV-A,Batangas,Batangas,Laurel,Laurel
9741,107718,14.080273,121.15520500000001,Region IV-A,Batangas,Batangas,Santo Tomas,Sto. Tomas South
9742,108609,14.030681,122.358856,Region IV-A,Quezon,Quezon,Calauag,Calauag West
9743,108748,13.866164,122.378511,Region IV-A,Quezon,Quezon,Guinayangan,Guinayangan
9744,109776,14.098119,121.30688799999999,Region IV-A,San Pablo City,Laguna,San Pablo City,Del Remedio
9745,108049,14.123477,120.77751,Region IV-A,Cavite,Cavite,Maragondon,Maragondon
9746,107465,13.738176,120.928551,Region IV-A,Batangas,Batangas,Mabini,Mabini
9747,109785,14.061988,121.295189,Region IV-A,San Pablo City,Laguna,San Pablo City,Fule Almeda
9748,107654,13.841523,120.930191,Region IV-A,Batangas,Batangas,San Luis,San Luis
9749,109225,14.027698,122.453896,Region IV-A,Quezon,Quezon,Tagkawayan,Tagkawayan
9750,109611,13.76948397,121.0303811,Region IV-A,Batangas City,Batangas,Batangas City (Capital),Batangas City West District
9751,109593,13.77848704,121.04123659999999,Region IV-A,Batangas City,Batangas,Batangas City (Capital),Batangas City West District
9752,108610,13.974716,122.366409,Region IV-A,Quezon,Quezon,Calauag,Calauag West
9753,108857,13.910574,122.254658,Region IV-A,Quezon,Quezon,Lopez,Lopez West
9754,107694,13.868695,120.979225,Region IV-A,Batangas,Batangas,Santa Teresita,Sta. Teresita
9756,109786,14.051997,121.285576,Region IV-A,San Pablo City,Laguna,San Pablo City,Fule Almeda
9757,109758,14.00018841,121.30837509999999,Region IV-A,San Pablo City,Laguna,San Pablo City,Ambray
9758,108210,14.17674379,121.26595390000001,Region IV-A,Laguna,Laguna,Bay,Bay
9759,109812,14.104946,121.359047,Region IV-A,San Pablo City,Laguna,San Pablo City,Sto. Angel
9760,108451,14.28837,121.405823,Region IV-A,Laguna,Laguna,Santa Cruz (Capital),Santa Cruz
9761,109766,14.067317,121.32956100000001,Region IV-A,San Pablo City,Laguna,San Pablo City,Dapdapan
9762,109192,13.9418274,121.4929247,Region IV-A,Quezon,Quezon,Sariaya,Sariaya West
9763,109556,13.71093626,121.1384346,Region IV-A,Batangas City,Batangas,Batangas City (Capital),Batangas City New District
9764,108322,14.20415,121.551277,Region IV-A,Laguna,Laguna,Luisiana,Luisiana
9765,108611,14.043004,122.326756,Region IV-A,Quezon,Quezon,Calauag,Calauag West
9766,109767,14.045752,121.35136200000001,Region IV-A,San Pablo City,Laguna,San Pablo City,Dapdapan
9767,109612,13.69825459,121.0964581,Region IV-A,Batangas City,Batangas,Batangas City (Capital),Batangas City South District
9768,107364,13.880834,121.13571200000001,Region IV-A,Batangas,Batangas,Ibaan,Ibaan
9769,109654,13.85552208,121.1344064,Region IV-A,Lipa City,Batangas,Lipa City,Lipa City East District
9770,107801,13.777651,121.202118,Region IV-A,Batangas,Batangas,Taysan,Taysan
9771,108435,14.36788064,121.0593597,Region IV-A,Laguna,Laguna,San Pedro,San Pedro
9772,108820,13.770398,122.365379,Region IV-A,Quezon,Quezon,Lopez,Lopez East
9773,108917,14.014692,121.889877,Region IV-A,Quezon,Quezon,Mauban,Mauban South
9774,109226,14.00912,122.436126,Region IV-A,Quezon,Quezon,Tagkawayan,Tagkawayan
9775,109496,14.6692959,121.1346053,Region IV-A,Rizal,Rizal,San Mateo,San Mateo
9776,109523,14.64934159,121.3575525,Region IV-A,Rizal,Rizal,Tanay,Tanay II
9777,107686,13.79916667,121.02083329999999,Region IV-A,Batangas,Batangas,San Pascual,San Pascual
9778,108230,14.31138513,121.0635709,Region IV-A,Laguna,Laguna,City Of Biñan,Biñan
9779,109227,14.033636,122.53868999999999,Region IV-A,Quezon,Quezon,Tagkawayan,Tagkawayan
9780,107720,14.1052617,121.1424145,Region IV-A,Batangas,Batangas,Santo Tomas,Sto. Tomas North
9782,109655,13.96898403,121.1561676,Region IV-A,Lipa City,Batangas,Lipa City,Lipa City East District
9783,108350,14.148052,121.48367900000001,Region IV-A,Laguna,Laguna,Majayjay,Majayjay
9784,164531,14.153372,121.45837399999999,Region IV-A,Laguna,Laguna,Majayjay,Majayjay
9785,109421,14.40468844,121.2274825,Region IV-A,Rizal,Rizal,Cardona,Cardona
9786,107213,13.946042,120.941032,Region IV-A,Batangas,Batangas,Agoncillo,Agoncillo
9787,107634,13.733215,121.437119,Region IV-A,Batangas,Batangas,San Juan,San Juan East
9788,163507,14.013214,120.78227199999999,Region IV-A,Batangas,Batangas,Balayan,Balayan East
9789,107308,13.962316,120.767769,Region IV-A,Batangas,Batangas,Calaca,Calaca
9790,108404,14.40472222,121.46361110000001,Region IV-A,Laguna,Laguna,Pangil,Pangil-Pakil
9791,107778,14.136076,121.064697,Region IV-A,Tanauan City,Batangas,City Of Tanauan,Tanauan City West
9792,107854,14.103178,120.86426100000001,Region IV-A,Cavite,Cavite,Alfonso,Alfonso
9793,107925,14.33119294,120.95921659999999,Region IV-A,Dasmarinas City,Cavite,City Of Dasmariñas,Dasmariñas II
9794,109014,13.780266,122.06659199999999,Region IV-A,Quezon,Quezon,Pitogo,Pitogo
9795,108943,13.491131,122.499275,Region IV-A,Quezon,Quezon,Mulanay,Mulanay
9796,108821,13.752725,122.378941,Region IV-A,Quezon,Quezon,Lopez,Lopez East
9797,108585,13.942564,122.31988899999999,Region IV-A,Quezon,Quezon,Calauag,Calauag East
9798,108697,13.71338,122.22457,Region IV-A,Quezon,Quezon,General Luna,Gen. Luna
9799,109361,14.589985,121.24574399999999,Region IV-A,Antipolo City,Rizal,City Of Antipolo,District II-D
9800,108280,14.236223,121.603935,Region IV-A,Laguna,Laguna,Cavinti,Cavinti
9801,108612,14.083967,122.361603,Region IV-A,Quezon,Quezon,Calauag,Calauag West
9802,108153,14.124057,120.992496,Region IV-A,Cavite,Cavite,Tagaytay City,Tagaytay City
9803,164017,14.315141,120.91655700000001,Region IV-A,Cavite,Cavite,General Trias,General Trias II
9804,107779,14.14795042,121.0627666,Region IV-A,Tanauan City,Batangas,City Of Tanauan,Tanauan City West
9805,108900,14.194248,121.73250700000001,Region IV-A,Quezon,Quezon,Mauban,Mauban North
9806,108501,14.218696,121.31642099999999,Region IV-A,Laguna,Laguna,Victoria,Victoria
9807,108268,14.149195,121.31631100000001,Region IV-A,Laguna,Laguna,Calauan,Calauan
9808,107734,13.881459,120.925003,Region IV-A,Batangas,Batangas,Taal,Taal
9809,109626,13.71475702,121.0623283,Region IV-A,Batangas City,Batangas,Batangas City (Capital),Batangas City West District
9810,108586,14.092542,122.283325,Region IV-A,Quezon,Quezon,Calauag,Calauag East
9811,109228,14.03851502,122.5119033,Region IV-A,Quezon,Quezon,Tagkawayan,Tagkawayan
9813,109390,14.30872,121.232789,Region IV-A,Rizal,Rizal,Binangonan,Binangonan II
9814,107935,14.189421,120.79286200000001,Region IV-A,Cavite,Cavite,General Emilio Aguinaldo,General E. Aguinaldo
9815,107223,13.87444444,121.0102778,Region IV-A,Batangas,Batangas,Alitagtag,Alitagtag
9816,108314,14.18225281,121.2002892,Region IV-A,Laguna,Laguna,Los Baños,Los Baños
9817,109422,14.47508035,121.21927190000001,Region IV-A,Rizal,Rizal,Cardona,Cardona
9818,108666,13.63168584,122.2722648,Region IV-A,Quezon,Quezon,Catanauan,Catanauan
9819,108667,13.65240913,122.2657728,Region IV-A,Quezon,Quezon,Catanauan,Catanauan
9820,108485,14.31875,121.103049,Region IV-A,Sta. Rosa City,Laguna,City Of Santa Rosa,City of Sta. Rosa District I
9821,108154,14.1248058,120.99066670000002,Region IV-A,Cavite,Cavite,Tagaytay City,Tagaytay City
9822,108668,13.6037161,122.33646509999998,Region IV-A,Quezon,Quezon,Catanauan,Catanauan
9823,108669,13.62844445,122.34655559999999,Region IV-A,Quezon,Quezon,Catanauan,Catanauan
9824,108670,13.62629653,122.3683029,Region IV-A,Quezon,Quezon,Catanauan,Catanauan
9825,108533,13.99622292,121.91208300000001,Region IV-A,Quezon,Quezon,Atimonan,Atimonan
9826,109287,13.90671,121.37029299999999,Region IV-A,Quezon,Quezon,Tiaong,Tiaong
9828,109229,13.96712461,122.5361808,Region IV-A,Quezon,Quezon,Tagkawayan,Tagkawayan
9829,109317,14.50777778,121.1688889,Region IV-A,Rizal,Rizal,Binangonan,Binangonan III
9830,108887,13.750224,122.15912800000001,Region IV-A,Quezon,Quezon,Macalelon,Macalelon
9831,108211,14.193125,121.291223,Region IV-A,Laguna,Laguna,Bay,Bay
9832,109075,14.58999739,121.61593400000001,Region IV-A,Quezon,Quezon,Real,Real
9833,165502,14.74577798,121.1312858,Region IV-A,Rizal,Rizal,Rodriguez (Montalban),Rodriguez II
9834,107309,13.995018,120.77876299999998,Region IV-A,Batangas,Batangas,Calaca,Calaca
9835,107518,14.078056,120.70266699999999,Region IV-A,Batangas,Batangas,Nasugbu,Nasugbu East
9836,109097,13.35793538,122.6734149,Region IV-A,Quezon,Quezon,San Andres,San Andres
9837,109170,13.90414167,121.57713500000001,Region IV-A,Quezon,Quezon,Sariaya,Sariaya East
9838,107890,14.46139483,120.960124,Region IV-A,Bacoor City,Cavite,Bacoor,Bacoor II
9839,107392,13.956392,120.87209299999999,Region IV-A,Batangas,Batangas,Lemery,Lemery
9840,107466,13.731226,120.93267900000001,Region IV-A,Batangas,Batangas,Mabini,Mabini
9841,109437,14.561721,121.23804299999999,Region IV-A,Rizal,Rizal,Morong,Morong
9842,107818,13.65666667,120.90833329999998,Region IV-A,Batangas,Batangas,Tingloy,Tingloy
9843,109578,13.63551668,121.14025120000001,Region IV-A,Batangas City,Batangas,Batangas City (Capital),Batangas City Coastal District
9844,109579,13.66464986,121.1228263,Region IV-A,Batangas City,Batangas,Batangas City (Capital),Batangas City Coastal District
9845,107636,13.807492,121.406136,Region IV-A,Batangas,Batangas,San Juan,San Juan East
9846,107365,13.8377,121.14009899999999,Region IV-A,Batangas,Batangas,Ibaan,Ibaan
9847,108369,14.166038,121.41626699999999,Region IV-A,Laguna,Laguna,Nagcarlan,Nagcarlan-Rizal
9848,108467,14.474379,121.432672,Region IV-A,Laguna,Laguna,Santa Maria,Santa Maria
9849,109736,13.909665,121.64543799999998,Region IV-A,Lucena City,Quezon,Lucena City (Capital),Lucena South District
9850,108281,14.279442,121.535576,Region IV-A,Laguna,Laguna,Cavinti,Cavinti
9851,108282,14.284521,121.52438400000001,Region IV-A,Laguna,Laguna,Cavinti,Cavinti
9852,107655,13.842169,120.93143500000001,Region IV-A,Batangas,Batangas,San Luis,San Luis
9853,109391,14.295956,121.23883500000001,Region IV-A,Rizal,Rizal,Binangonan,Binangonan II
9854,108587,14.123591,122.266545,Region IV-A,Quezon,Quezon,Calauag,Calauag East
9855,108977,13.96300344,121.6548085,Region IV-A,Quezon,Quezon,Pagbilao,Pagbilao
9856,108050,14.2130869,120.7551746,Region IV-A,Cavite,Cavite,Maragondon,Maragondon
9857,107333,13.91348,120.624153,Region IV-A,Batangas,Batangas,Calatagan,Calatagan
9858,109668,13.97152855,121.20694089999999,Region IV-A,Lipa City,Batangas,Lipa City,Lipa City North Disrict
9859,109098,13.2192244,122.6870728,Region IV-A,Quezon,Quezon,San Andres,San Andres
9860,109288,13.94407398,121.366801,Region IV-A,Quezon,Quezon,Tiaong,Tiaong
9861,107310,13.923748,120.823006,Region IV-A,Batangas,Batangas,Calaca,Calaca
9862,108848,13.869523,122.263241,Region IV-A,Quezon,Quezon,Lopez,Lopez West
9863,107656,13.841174,120.929359,Region IV-A,Batangas,Batangas,San Luis,San Luis
9864,107865,14.136492,120.939921,Region IV-A,Cavite,Cavite,Amadeo,Amadeo
9865,109557,13.73266037,121.15379329999999,Region IV-A,Batangas City,Batangas,Batangas City (Capital),Batangas City East District
