school_id,NAME,DIVISIONID,DIVISION,Cluster,filipino_mean_rs,filipino_sd_rs,filipino_mds,math_mean_rs,math_sd_rs,math_mds,english_mean_rs,english_sd_rs,english_mds,science_mean_rs,science_sd_rs,science_mds,araling_mean_rs,araling_sd_rs,araling_mds,overall_mean_rs,overall_sd_rs,overall_mds
105346,Azarcon ES,Nueva Ecija,III,5,32.96,3.38,82.40,34.33,2.44,85.83,34.21,3.44,85.52,29.38,2.30,73.44,31.88,2.23,79.69,162.75,7.62,81.38
105347,Balangkare ES,Nueva Ecija,III,5,33.82,1.83,84.54,34.55,2.42,86.38,35.55,1.03,88.88,31.55,1.66,78.88,34.74,1.54,86.84,170.21,5.74,85.11
105348,Belen ES,Nueva Ecija,III,5,35.03,2.06,87.57,34.19,2.33,85.49,33.33,1.99,83.33,31.94,1.79,79.86,34.36,2.34,85.90,168.86,7.07,84.43
105349,Bravo ES,Nueva Ecija,III,6,35.23,1.92,88.08,34.54,2.63,86.35,37.00,1.35,92.50,29.92,1.38,74.81,33.46,1.94,83.65,170.15,4.26,85.08
105350,Burol ES,Nueva Ecija,III,5,32.34,2.02,80.86,34.53,2.86,86.32,33.89,2.48,84.74,32.13,4.07,80.33,31.29,2.44,78.22,164.18,10.49,82.09
105352,General M. Natividad CS,Nueva Ecija,III,4,35.21,2.37,88.02,33.98,3.35,84.94,37.72,2.57,94.29,34.81,2.86,87.04,36.30,2.47,90.74,178.01,7.93,89.01
105353,Kabulihan ES,Nueva Ecija,III,5,33.03,2.61,82.57,38.37,1.68,95.93,29.11,1.35,72.79,34.97,1.29,87.43,29.40,2.02,73.50,164.89,5.63,82.44
105354,Mag-asawang Sampaloc ES,Nueva Ecija,III,6,33.46,2.96,83.65,34.38,2.53,85.96,32.69,2.66,81.73,33.00,3.19,82.50,28.23,3.83,70.58,161.77,13.03,80.88
105355,Manarog ES,Nueva Ecija,III,5,35.18,3.10,87.95,35.27,4.37,88.18,33.77,3.46,84.43,32.91,2.43,82.27,33.09,2.96,82.73,170.23,13.45,85.11
105356,Mataas Na Kahoy ES,Nueva Ecija,III,4,34.92,4.20,87.31,36.16,2.96,90.39,34.39,3.43,85.97,34.60,4.56,86.49,32.60,4.91,81.49,172.66,12.44,86.33
105357,Panacsac ES,Nueva Ecija,III,6,33.00,0.97,82.50,35.63,1.15,89.06,33.81,3.21,84.53,37.69,1.01,94.22,33.38,0.72,83.44,173.50,4.27,86.75
105358,Picaleon ES,Nueva Ecija,III,6,34.22,2.49,85.56,36.78,1.56,91.94,31.67,8.00,79.17,27.22,1.64,68.06,34.56,2.96,86.39,164.44,11.66,82.22
105359,Apolinario Santiago ES (Pinahan ES),Nueva Ecija,III,4,29.90,3.02,74.74,36.88,2.98,92.21,34.22,3.88,85.55,35.97,4.56,89.93,35.43,1.93,88.57,172.40,10.95,86.20
105360,Platero ES,Nueva Ecija,III,5,33.49,2.66,83.73,30.71,4.88,76.76,30.47,3.45,76.18,29.18,2.86,72.94,28.24,2.60,70.59,152.08,12.12,76.04
105361,Pulong Singkamas ES,Nueva Ecija,III,6,36.75,0.89,91.88,34.75,1.04,86.88,37.38,1.41,93.44,34.88,1.13,87.19,36.88,1.13,92.19,180.63,4.69,90.31
105362,Sapang Bato ES,Nueva Ecija,III,5,37.41,1.95,93.52,38.11,2.33,95.28,35.33,5.86,88.33,37.67,1.47,94.17,32.41,6.77,81.02,180.93,11.27,90.46
105363,Talabutab Norte ES,Nueva Ecija,III,4,32.87,3.93,82.16,31.57,3.66,78.92,31.57,4.57,78.92,31.00,3.52,77.50,30.12,3.46,75.30,157.12,14.66,78.56
105364,Talabutab Sur ES,Nueva Ecija,III,5,34.63,2.86,86.57,35.14,3.17,87.85,33.37,2.26,83.43,35.53,1.87,88.84,33.67,2.97,84.19,172.35,7.52,86.17
105365,Bago ES,Nueva Ecija,III,4,37.12,1.71,92.79,37.18,2.35,92.96,38.87,2.73,97.17,38.17,2.84,95.42,37.08,1.78,92.71,188.42,5.99,94.21
105366,Gen Tinio CS,Nueva Ecija,III,3,38.22,3.00,95.56,38.47,2.84,96.18,38.53,2.81,96.33,39.53,3.13,98.82,37.60,2.96,94.01,192.36,14.06,96.18
105367,Gen Tinio East CS,Nueva Ecija,III,3,36.61,1.22,91.53,39.55,1.44,98.88,35.50,1.50,88.76,37.68,1.44,94.19,36.30,2.27,90.74,185.64,3.74,92.82
105368,Gen Tinio West CS,Nueva Ecija,III,4,37.72,1.43,94.29,38.04,5.12,95.09,36.16,2.02,90.41,38.46,4.66,96.15,37.84,3.33,94.59,188.21,9.12,94.11
105369,Nazareth ES,Nueva Ecija,III,4,35.90,1.32,89.75,37.11,3.69,92.79,37.30,2.68,93.25,38.73,1.42,96.82,35.40,1.57,88.50,184.44,6.96,92.22
105370,Padolina ES,Nueva Ecija,III,4,38.14,0.90,95.36,37.59,4.69,93.97,39.16,1.98,97.90,37.32,1.36,93.30,36.11,2.33,90.27,188.32,7.11,94.16
105371,Patindig-Araw ES,Nueva Ecija,III,5,37.61,1.00,94.03,37.35,1.41,93.37,35.53,1.02,88.83,38.16,1.57,95.41,34.27,1.52,85.66,182.92,3.93,91.46
105372,Pias ES,Nueva Ecija,III,4,38.38,1.42,95.94,39.59,1.12,98.99,34.23,2.36,85.58,37.54,1.15,93.84,35.42,1.21,88.55,185.16,4.44,92.58
105373,Rio Chico ES,Nueva Ecija,III,3,37.96,0.26,94.90,39.84,0.53,99.61,36.98,0.12,92.46,37.91,0.44,94.76,36.80,0.81,92.01,189.50,1.16,94.75
105374,Sibug ES,Nueva Ecija,III,5,38.86,0.35,97.16,39.59,1.05,98.98,38.86,0.47,97.16,35.82,0.66,89.55,36.23,1.15,90.57,189.36,2.77,94.68
105375,Bantug ES,Nueva Ecija,III,5,39.13,0.91,97.83,37.98,2.22,94.95,37.04,1.80,92.61,36.02,1.16,90.05,37.41,1.17,93.53,187.59,5.10,93.79
105376,Bunol ES,Nueva Ecija,III,5,38.47,1.25,96.17,33.87,2.48,84.68,35.72,0.93,89.31,34.87,1.54,87.18,34.70,1.56,86.76,177.64,3.60,88.82
105377,Caballero ES,Nueva Ecija,III,5,35.41,2.91,88.52,34.09,2.67,85.23,32.41,3.51,81.02,32.22,3.07,80.55,32.34,2.78,80.86,166.47,13.35,83.23
105378,Cabaruan ES,Nueva Ecija,III,5,38.14,0.87,95.35,37.61,0.99,94.03,36.42,0.65,91.04,34.97,1.11,87.43,36.08,0.87,90.21,183.22,2.76,91.61
105379,Camiing ES,Nueva Ecija,III,5,35.85,1.94,89.63,35.06,3.99,87.65,34.47,2.12,86.18,33.12,2.25,82.79,33.35,4.15,83.38,171.85,7.94,85.93
105380,Cavite ES,Nueva Ecija,III,5,39.27,1.24,98.18,39.36,0.95,98.41,37.45,1.10,93.64,36.23,2.37,90.57,36.82,2.97,92.05,189.14,4.45,94.57
105381,Cawayang Bugtong ES,Nueva Ecija,III,5,34.72,2.41,86.80,33.96,2.52,84.90,32.52,2.55,81.30,31.12,2.32,77.80,32.72,2.28,81.80,165.04,9.98,82.52
105382,Consuelo ES,Nueva Ecija,III,6,38.17,1.33,95.42,31.17,9.26,77.92,32.83,2.14,82.08,30.50,2.66,76.25,33.00,4.94,82.50,165.67,10.01,82.83
105383,Culong ES,Nueva Ecija,III,5,34.65,2.04,86.61,33.48,2.73,83.71,33.45,2.29,83.63,32.26,2.79,80.65,33.97,1.78,84.92,167.81,8.41,83.90
105385,Don Pedro D. Corpus ES,Nueva Ecija,III,5,35.30,5.02,88.26,34.65,6.51,86.63,35.13,2.91,87.83,34.00,3.10,85.00,35.83,2.21,89.57,174.91,13.69,87.46
105386,Faigal ES,Nueva Ecija,III,6,38.81,0.75,97.03,38.94,1.39,97.34,37.13,1.20,92.81,34.56,1.36,86.41,36.31,3.93,90.78,185.75,5.52,92.88
105387,Guimba East CS,Nueva Ecija,III,3,36.95,3.17,92.38,37.14,3.84,92.85,36.76,3.11,91.89,36.68,3.10,91.70,34.73,3.29,86.84,182.26,10.34,91.13
105388,Guiset ES,Nueva Ecija,III,5,34.51,2.47,86.28,32.84,4.83,82.09,31.43,4.37,78.58,31.14,2.66,77.84,32.62,2.83,81.55,162.54,10.61,81.27
105389,Manacsac ES,Nueva Ecija,III,4,37.15,1.47,92.86,35.49,3.09,88.73,34.51,1.99,86.27,33.71,1.91,84.27,34.95,2.11,87.36,175.80,7.61,87.90
105390,Maturanoc ES,Nueva Ecija,III,5,36.24,4.68,90.60,35.98,4.47,89.95,34.74,2.18,86.85,33.35,4.12,83.38,33.91,4.28,84.77,174.22,14.44,87.11
105391,Naglabrahan ES,Nueva Ecija,III,5,35.04,2.01,87.60,35.23,1.88,88.08,32.62,1.68,81.54,31.81,1.58,79.52,33.08,1.74,82.69,167.77,7.01,83.88
105392,Nagpandayan ES,Nueva Ecija,III,4,35.23,2.49,88.06,35.61,3.30,89.03,33.90,2.59,84.76,33.56,2.08,83.91,34.47,2.28,86.17,172.77,8.78,86.39
105393,San Andres ES,Nueva Ecija,III,5,34.77,1.70,86.92,34.08,1.85,85.19,31.81,2.06,79.52,32.46,1.61,81.15,32.88,1.18,82.21,166.00,4.85,83.00
105394,San Bernardino ES,Nueva Ecija,III,5,38.17,1.56,95.43,38.13,1.66,95.33,36.39,1.97,90.98,35.43,2.02,88.59,35.43,2.31,88.59,183.57,6.69,91.78
105395,San Marcelino ES,Nueva Ecija,III,6,37.63,1.06,94.06,37.75,1.67,94.38,36.00,1.41,90.00,35.00,1.51,87.50,35.25,1.67,88.13,181.63,5.10,90.81
105396,San Roque ES,Nueva Ecija,III,4,39.06,1.35,97.65,38.77,2.71,96.91,37.16,1.87,92.91,37.06,1.43,92.65,37.38,1.19,93.44,189.43,6.01,94.71
105397,Sinulatan ES,Nueva Ecija,III,5,36.55,2.39,91.36,33.68,2.87,84.20,33.27,3.07,83.18,32.00,2.65,80.00,33.27,2.69,83.18,168.77,11.67,84.39
105398,Sta. Ana ES,Nueva Ecija,III,5,35.50,2.04,88.75,36.00,1.81,90.00,34.23,2.07,85.58,33.23,2.03,83.08,34.35,1.77,85.87,173.31,6.62,86.65
105399,Sta. Cruz ES,Nueva Ecija,III,5,39.72,0.79,99.29,39.67,0.70,99.17,37.64,1.33,94.10,36.72,0.69,91.79,37.69,0.89,94.23,191.44,2.67,95.72
105403,Triala ES,Nueva Ecija,III,4,37.79,1.14,94.48,36.93,1.44,92.33,35.19,1.34,87.97,34.69,1.39,86.72,36.24,1.47,90.60,180.84,5.12,90.42
105404,Bacayao ES,Nueva Ecija,III,5,35.71,2.12,89.29,35.89,4.47,89.71,31.91,3.13,79.79,34.57,1.97,86.43,32.40,4.97,81.00,170.49,8.64,85.24
105405,Bagong Barrio ES,Nueva Ecija,III,5,37.04,2.27,92.61,36.17,1.50,90.43,35.09,1.47,87.72,34.22,1.57,85.54,34.65,1.03,86.63,177.17,4.83,88.59
105406,Balingog East ES,Nueva Ecija,III,5,39.17,1.23,97.93,38.04,1.85,95.11,35.74,0.69,89.35,37.39,1.16,93.48,34.61,2.29,86.52,184.96,4.46,92.48
105407,Balingog West ES,Nueva Ecija,III,6,34.40,2.30,86.00,33.80,1.30,84.50,32.80,3.56,82.00,34.00,1.22,85.00,30.60,1.14,76.50,165.60,4.22,82.80
105408,Banitan ES,Nueva Ecija,III,5,34.58,2.16,86.44,34.12,3.05,85.29,32.65,2.38,81.63,33.85,1.93,84.62,31.69,1.81,79.23,166.88,6.91,83.44
105409,Bertese ES,Nueva Ecija,III,6,37.64,2.10,94.11,38.36,1.60,95.89,34.50,2.03,86.25,36.50,1.56,91.25,34.21,1.93,85.54,181.21,6.90,90.61
105410,Calem ES,Nueva Ecija,III,6,37.36,2.11,93.41,35.55,5.22,88.86,34.55,0.93,86.36,35.27,0.65,88.18,32.82,0.75,82.05,175.55,6.33,87.77
105411,Casongsong ES,Nueva Ecija,III,5,35.04,3.30,87.60,36.00,2.89,90.00,34.12,2.67,85.30,33.60,3.67,84.00,31.08,4.32,77.70,169.84,10.19,84.92
105412,Catimon ES,Nueva Ecija,III,5,37.78,1.51,94.46,37.35,1.90,93.37,35.43,1.83,88.59,35.43,1.97,88.59,34.13,1.25,85.33,180.13,7.11,90.07
105414,Galvan ES,Nueva Ecija,III,5,37.00,2.79,92.50,36.90,2.19,92.24,35.28,2.12,88.19,35.10,1.99,87.76,37.24,1.66,93.10,181.52,8.97,90.76
105415,Guimba West CS,Nueva Ecija,III,3,30.76,6.32,76.89,36.12,3.60,90.31,29.41,3.15,73.53,35.06,3.05,87.64,33.03,3.62,82.58,164.38,15.13,82.19
105416,Lamorito ES,Nueva Ecija,III,6,34.33,3.04,85.83,36.87,1.41,92.17,33.60,1.68,84.00,33.13,1.19,82.83,25.60,1.68,64.00,163.53,4.45,81.77
105417,Lennec ES,Nueva Ecija,III,5,38.81,1.25,97.02,38.07,3.06,95.18,35.93,1.11,89.82,35.64,2.91,89.11,34.26,2.39,85.65,182.71,6.94,91.36
105418,Macatcatuit ES,Nueva Ecija,III,5,36.03,4.21,90.07,35.49,3.39,88.71,34.43,2.25,86.07,34.34,2.15,85.86,33.09,2.83,82.71,173.37,8.56,86.69
105419,Macamias ES,Nueva Ecija,III,6,35.81,0.98,89.53,36.50,0.63,91.25,28.94,0.57,72.34,35.00,1.51,87.50,26.25,1.18,65.63,162.50,2.45,81.25
105420,Manggang Marikit ES,Nueva Ecija,III,5,35.58,2.81,88.95,34.55,2.98,86.37,33.58,3.47,83.95,34.23,3.01,85.56,30.39,2.46,75.97,168.32,11.62,84.16
105421,Maybubon ES,Nueva Ecija,III,5,33.91,4.47,84.78,34.24,2.35,85.60,31.93,1.60,79.84,33.09,2.17,82.72,31.59,2.14,78.97,164.76,8.76,82.38
105422,Narvacan I ES,Nueva Ecija,III,6,38.31,0.79,95.78,37.63,0.89,94.06,35.13,1.26,87.81,34.38,4.98,85.94,34.13,2.45,85.31,179.56,7.69,89.78
105423,Narvacan II ES,Nueva Ecija,III,5,35.94,2.21,89.84,38.52,2.42,96.29,30.58,2.16,76.45,31.81,10.72,79.52,33.26,2.50,83.15,170.10,13.57,85.05
105424,Pacac ES,Nueva Ecija,III,5,34.82,1.12,87.05,37.75,1.48,94.38,36.11,1.23,90.27,36.96,1.32,92.41,24.96,2.17,62.41,170.61,3.89,85.30
105425,Partida I ES,Nueva Ecija,III,6,35.81,1.42,89.53,34.56,1.75,86.41,33.56,1.82,83.91,34.81,1.68,87.03,33.94,1.34,84.84,172.69,4.48,86.34
105426,Partida II ES,Nueva Ecija,III,6,37.08,1.55,92.69,36.69,1.32,91.73,35.00,0.71,87.50,35.54,1.05,88.85,34.92,0.95,87.31,179.23,2.95,89.62
105427,Pasong Inchik San Rafael ES,Nueva Ecija,III,5,36.97,2.37,92.43,35.79,3.47,89.49,35.97,2.84,89.93,33.00,3.27,82.50,34.74,3.36,86.84,176.47,13.30,88.24
105428,San Agustin ES,Nueva Ecija,III,6,33.67,1.64,84.17,36.89,2.14,92.22,30.94,3.02,77.36,33.56,2.38,83.89,26.17,1.86,65.42,161.22,7.62,80.61
105429,San Miguel ES,Nueva Ecija,III,5,33.58,6.43,83.96,31.58,3.99,78.96,28.71,4.39,71.77,29.29,3.74,73.23,29.00,3.58,72.50,152.17,17.02,76.08
105430,Sta. Veronica ES,Nueva Ecija,III,5,34.52,3.55,86.30,33.92,2.75,84.80,33.96,2.23,84.90,33.96,2.47,84.90,31.72,1.99,79.30,168.08,10.80,84.04
105431,Sto. Cristo ES,Nueva Ecija,III,5,36.81,1.57,92.04,35.74,2.52,89.35,34.67,3.98,86.67,34.26,3.07,85.65,31.37,5.21,78.43,172.85,12.07,86.43
105432,Subul ES,Nueva Ecija,III,5,29.83,2.41,74.57,31.57,3.94,78.91,31.96,3.71,79.89,29.78,3.09,74.46,23.43,2.79,58.59,146.57,11.77,73.28
105433,Yuson ES,Nueva Ecija,III,6,35.85,1.57,89.62,35.31,2.14,88.27,30.92,5.56,77.31,33.08,2.66,82.69,32.00,2.77,80.00,167.15,11.59,83.58
105434,Calabasa ES,Nueva Ecija,III,5,35.61,1.53,89.02,37.13,3.24,92.83,35.00,1.62,87.50,34.43,5.03,86.09,34.52,2.21,86.30,176.70,10.59,88.35
105435,Hilera ES,Nueva Ecija,III,5,35.81,1.78,89.52,37.81,0.83,94.52,38.58,0.89,96.45,37.71,2.25,94.27,33.48,1.61,83.71,183.39,3.78,91.69
105436,Imbunia ES,Nueva Ecija,III,5,37.19,1.72,92.99,38.47,1.75,96.18,35.81,1.28,89.51,38.58,2.16,96.46,36.17,1.54,90.42,186.22,6.56,93.11
105437,Jaen CS,Nueva Ecija,III,3,33.59,4.03,83.99,36.55,4.44,91.39,35.61,1.13,89.03,28.75,2.94,71.88,31.49,1.29,78.71,166.00,8.30,83.00
