school_id,NAME,DIVISIONID,DIVISION,Cluster,filipino_mean_rs,filipino_sd_rs,filipino_mds,math_mean_rs,math_sd_rs,math_mds,english_mean_rs,english_sd_rs,english_mds,science_mean_rs,science_sd_rs,science_mds,araling_mean_rs,araling_sd_rs,araling_mds,overall_mean_rs,overall_sd_rs,overall_mds
107940,San Gabriel I ES,Cavite,IV-A,1,38.07,4.03,95.19,37.53,5.23,93.83,37.47,5.29,93.68,34.63,5.19,86.57,36.03,4.34,90.08,183.74,21.59,91.87
107941,San Gabriel II ES,Cavite,IV-A,1,32.80,5.90,82.01,31.67,9.69,79.18,31.23,8.74,78.07,29.78,9.03,74.44,29.95,8.00,74.89,155.44,37.81,77.72
107942,San Gabriel III ES,Cavite,IV-A,3,33.01,2.28,82.53,33.00,2.55,82.50,34.44,5.05,86.09,35.36,2.37,88.39,30.87,1.77,77.18,166.68,9.23,83.34
107943,San Jose ES,Cavite,IV-A,2,36.74,4.61,91.85,35.99,7.38,89.99,32.41,5.63,81.03,31.97,4.98,79.94,32.09,6.08,80.22,169.21,23.87,84.61
107944,Angel L. Bawalan ES,Cavite,IV-A,4,29.38,4.29,73.44,25.63,9.68,64.06,22.16,7.56,55.40,21.29,7.14,53.21,21.82,6.09,54.55,120.27,28.88,60.13
107945,Gen. Gregorio S. Alona Sr. MES,Cavite,IV-A,2,30.55,5.26,76.38,21.14,8.88,52.85,21.16,7.87,52.90,21.54,7.17,53.84,24.24,7.38,60.60,118.63,31.25,59.31
107946,Buenavista ES,Cavite,IV-A,2,30.28,4.98,75.71,17.64,7.25,44.11,18.01,6.65,45.03,16.89,5.99,42.21,20.35,6.02,50.88,103.18,24.88,51.59
107947,Gen. Trias MES,Cavite,IV-A,3,29.21,5.96,73.01,19.74,8.60,49.35,18.36,6.98,45.91,17.34,6.06,43.35,20.96,6.17,52.41,105.61,28.30,52.81
107948,Ipilan Barrio School,Cavite,IV-A,5,29.31,5.33,73.28,16.45,7.82,41.12,17.52,6.97,43.79,17.41,6.29,43.53,15.59,5.41,38.97,96.28,27.61,48.14
107949,Javalera ES,Cavite,IV-A,4,26.39,5.80,65.96,23.53,8.37,58.83,19.26,7.71,48.15,20.09,7.34,50.23,17.34,5.69,43.36,106.61,29.23,53.31
107950,Luis Ferrer III MS,Cavite,IV-A,4,27.48,5.72,68.70,24.85,7.59,62.12,18.70,7.01,46.75,21.33,7.85,53.32,15.78,5.73,39.45,108.14,28.62,54.07
107951,Manggahan ES,Cavite,IV-A,3,27.48,6.02,68.69,14.10,5.27,35.26,16.75,6.49,41.88,14.65,5.38,36.62,15.84,5.51,39.59,88.82,22.25,44.41
107952,Panungyanan ES,Cavite,IV-A,5,30.94,4.42,77.35,22.06,6.31,55.15,28.41,5.39,71.02,25.90,6.75,64.74,17.49,5.56,43.72,124.80,23.68,62.40
107953,Pasong Kawayan I ES,Cavite,IV-A,3,30.21,5.37,75.52,23.58,8.43,58.94,20.31,6.57,50.78,19.09,5.64,47.72,20.73,6.25,51.83,113.92,26.47,56.96
107954,Pasong Kawayan II ES,Cavite,IV-A,3,26.97,6.09,67.44,18.03,7.83,45.08,17.34,6.76,43.35,16.28,5.51,40.69,17.47,5.71,43.68,96.10,25.36,48.05
107955,Tapia ES,Cavite,IV-A,5,26.77,5.43,66.93,22.66,7.80,56.64,19.03,5.94,47.57,18.20,6.50,45.50,20.11,5.04,50.29,106.77,25.46,53.39
107956,Tejero ES,Cavite,IV-A,4,26.27,7.43,65.67,14.73,6.43,36.83,18.34,7.40,45.85,16.11,5.71,40.27,18.32,5.69,45.80,93.77,27.81,46.88
107957,Bacao ES,Cavite,IV-A,3,23.89,6.13,59.72,17.63,7.90,44.09,15.70,5.73,39.25,15.02,5.29,37.56,15.69,4.57,39.23,87.94,20.20,43.97
107959,Diego Mojica MS,Cavite,IV-A,3,29.53,5.84,73.83,21.17,10.44,52.93,18.48,7.93,46.19,16.96,6.23,42.40,21.73,6.50,54.34,107.88,27.78,53.94
107960,Gen A Ricarte MS,Cavite,IV-A,3,27.08,6.28,67.71,17.62,7.38,44.05,17.47,7.07,43.67,17.36,7.15,43.40,18.90,6.13,47.25,98.43,29.02,49.22
107961,Mary Cris ES,Cavite,IV-A,2,27.41,5.96,68.53,17.52,7.28,43.80,17.19,7.47,42.97,15.78,6.10,39.45,18.11,6.41,45.29,96.01,26.87,48.01
107962,Navarro ES,Cavite,IV-A,4,23.80,6.49,59.49,15.90,6.16,39.76,14.90,5.26,37.26,15.26,5.29,38.15,17.62,5.67,44.05,87.49,23.98,43.74
107963,Parklane ES,Cavite,IV-A,2,25.51,6.36,63.78,15.15,6.30,37.86,15.60,6.09,38.99,14.95,5.91,37.36,15.70,5.47,39.26,86.90,25.00,43.45
107964,Pasong Camachile ES,Cavite,IV-A,3,24.63,6.91,61.57,15.89,7.86,39.73,14.04,6.22,35.09,13.53,4.95,33.84,15.02,5.79,37.55,83.11,25.21,41.56
107965,San Francisco ES,Cavite,IV-A,3,26.20,7.01,65.51,14.47,4.81,36.19,18.33,7.14,45.83,18.47,6.96,46.17,20.27,6.85,50.68,97.75,26.40,48.87
107966,Santiago ES,Cavite,IV-A,3,25.83,6.93,64.57,19.72,8.51,49.31,16.77,7.09,41.93,17.40,7.05,43.51,18.13,5.97,45.34,97.87,30.84,48.93
107967,Tropical Village ES,Cavite,IV-A,1,21.33,7.44,53.32,12.83,5.90,32.09,12.42,5.53,31.05,12.08,4.43,30.19,12.74,4.85,31.86,71.40,21.75,35.70
107991,Carasuchi ES,Cavite,IV-A,5,29.79,4.43,74.48,26.42,8.24,66.04,28.42,5.39,71.04,24.50,4.99,61.25,26.71,3.06,66.77,135.83,20.26,67.92
107992,Guyam ES,Cavite,IV-A,5,34.60,2.13,86.50,36.37,4.73,90.93,36.97,2.32,92.43,35.43,4.42,88.57,35.89,1.84,89.71,179.26,9.24,89.63
107993,Guyam na Munti ES,Cavite,IV-A,6,21.25,4.67,53.13,11.92,3.63,29.79,10.67,3.23,26.67,12.08,2.31,30.21,13.83,4.63,34.58,69.75,12.85,34.88
107994,Indang CES,Cavite,IV-A,3,30.61,5.56,76.52,29.43,11.11,73.57,28.80,9.39,71.99,24.93,8.34,62.33,25.40,7.80,63.51,139.17,38.06,69.58
107995,Indang East ES,Cavite,IV-A,5,28.22,6.62,70.55,28.16,12.48,70.40,25.34,10.51,63.35,23.98,8.73,59.95,23.64,11.28,59.10,129.34,44.69,64.67
107996,Kayquit ES,Cavite,IV-A,4,25.14,6.91,62.85,20.61,8.90,51.52,20.17,7.78,50.43,16.77,6.78,41.91,12.69,5.04,31.72,95.38,28.43,47.69
107997,Kaytambog ES,Cavite,IV-A,5,36.96,1.33,92.39,33.74,2.45,84.35,30.91,1.59,77.28,31.91,1.50,79.78,36.83,0.58,92.07,170.35,5.01,85.17
108000,Lumampong ES,Cavite,IV-A,5,28.07,5.00,70.18,26.33,4.78,65.83,23.31,6.72,58.27,30.31,5.02,75.77,21.86,5.77,54.64,129.88,15.17,64.94
108001,Tambo ES,Cavite,IV-A,5,33.75,2.44,84.38,32.97,4.82,82.42,33.50,5.21,83.75,35.22,3.02,88.05,32.78,4.52,81.95,168.22,12.53,84.11
108002,Tambo Munti Kulit ES,Cavite,IV-A,5,20.18,5.41,50.45,15.68,6.07,39.20,14.00,4.19,35.00,10.91,2.11,27.27,12.82,3.59,32.05,73.59,13.14,36.80
108003,Agus-os ES,Cavite,IV-A,5,35.96,1.49,89.90,35.46,6.45,88.65,36.88,1.90,92.19,37.29,3.53,93.23,34.38,4.72,85.94,179.96,11.31,89.98
108004,Alulod ES,Cavite,IV-A,4,31.33,3.44,78.32,27.27,6.88,68.17,23.21,4.93,58.02,19.12,3.59,47.80,24.78,4.25,61.94,125.70,18.06,62.85
108005,Banaba Cerca ES,Cavite,IV-A,5,38.62,0.70,96.55,39.24,1.30,98.10,38.19,1.21,95.48,37.40,0.89,93.51,35.36,1.12,88.39,188.81,3.08,94.40
108006,Banaba Lejos ES,Cavite,IV-A,5,36.85,1.12,92.12,35.12,3.64,87.79,34.31,5.12,85.77,23.85,5.42,59.62,28.38,4.91,70.96,158.50,11.00,79.25
108007,Bancod ES,Cavite,IV-A,5,35.13,1.45,87.82,38.39,0.84,95.97,37.71,2.85,94.27,38.03,2.26,95.08,34.65,1.64,86.61,183.90,5.33,91.95
108008,Buna Cerca ES,Cavite,IV-A,5,33.51,3.15,83.78,33.70,5.89,84.26,35.73,5.16,89.32,34.11,3.70,85.27,32.46,5.01,81.15,169.51,13.46,84.76
108009,Buna Lejos ES,Cavite,IV-A,4,36.46,2.93,91.14,33.86,5.89,84.65,36.07,5.38,90.18,31.39,6.14,78.46,31.07,4.57,77.68,168.84,20.03,84.42
108010,Calumpang Lejos ES,Cavite,IV-A,5,34.14,4.40,85.34,36.14,5.68,90.34,31.39,5.67,78.47,34.39,8.12,85.97,29.48,5.00,73.69,165.52,24.84,82.76
108011,Daine ES,Cavite,IV-A,4,33.82,3.21,84.55,36.96,2.31,92.40,36.31,2.67,90.78,34.52,2.52,86.30,35.01,4.27,87.53,176.62,9.70,88.31
108012,Dr A Pio de Roda ES,Cavite,IV-A,5,35.00,2.52,87.50,35.56,3.27,88.90,31.21,4.05,78.01,34.82,2.54,87.06,33.15,3.98,82.87,169.74,10.49,84.87
108013,Mahabang Kahoy Cerca ES,Cavite,IV-A,5,35.48,0.73,88.70,37.61,1.53,94.02,37.70,1.87,94.24,39.26,0.92,98.15,35.96,0.56,89.89,186.00,3.33,93.00
108014,Mahabang Kahoy Lejos ES,Cavite,IV-A,6,37.75,0.50,94.38,38.75,0.50,96.88,39.50,0.58,98.75,34.75,0.50,86.88,35.00,0.00,87.50,185.75,0.96,92.88
108015,Mataas na Lupa ES,Cavite,IV-A,5,32.15,4.25,80.38,29.23,6.31,73.08,29.37,6.34,73.41,26.83,8.05,67.07,25.37,6.73,63.41,142.94,25.42,71.47
108016,Aguinaldo ES,Cavite,IV-A,3,27.90,5.56,69.74,22.46,8.89,56.15,19.31,7.69,48.27,20.08,6.63,50.20,19.22,5.90,48.06,108.96,28.82,54.48
108017,Batong Dalig ES,Cavite,IV-A,4,29.93,3.96,74.81,32.54,4.34,81.34,32.61,4.60,81.53,26.99,2.94,67.46,33.96,4.53,84.89,156.01,15.06,78.01
108018,Binakayan ES,Cavite,IV-A,2,30.83,5.31,77.08,27.49,7.51,68.73,24.55,8.33,61.37,17.72,6.22,44.31,27.15,8.04,67.88,127.74,28.12,63.87
108019,F. Ilano MES,Cavite,IV-A,4,33.17,3.86,82.92,32.86,7.45,82.15,30.42,6.62,76.04,26.42,4.93,66.04,32.43,5.35,81.08,155.29,21.89,77.65
108020,Gahak - Marulas ES,Cavite,IV-A,3,27.19,6.03,67.97,25.84,9.33,64.60,18.45,7.14,46.12,23.54,8.29,58.85,16.71,5.15,41.78,111.73,26.36,55.86
108021,Kaingen - Poblacion ES,Cavite,IV-A,5,29.00,4.04,72.50,23.60,7.85,59.00,20.93,7.65,52.33,17.43,5.23,43.58,19.07,4.23,47.67,110.03,22.65,55.02
108022,Panamitan ES,Cavite,IV-A,5,26.98,6.65,67.44,23.41,11.21,58.52,17.45,7.14,43.64,15.66,4.78,39.15,19.57,6.55,48.92,103.07,30.67,51.53
108023,Potol - Sta. Isabel ES,Cavite,IV-A,3,26.32,6.50,65.80,17.74,7.27,44.35,23.69,4.89,59.22,19.88,8.10,49.70,17.30,6.25,43.25,104.93,27.99,52.47
108024,Toclong ES,Cavite,IV-A,3,26.52,6.16,66.29,17.33,7.93,43.32,17.33,6.87,43.32,15.66,5.61,39.14,17.80,6.28,44.51,94.63,28.05,47.32
108025,Tramo ES,Cavite,IV-A,5,32.83,3.26,82.08,29.70,6.40,74.25,28.87,6.19,72.17,30.37,6.73,75.92,27.63,5.46,69.08,149.40,19.17,74.70
108026,Wakas ES,Cavite,IV-A,4,27.41,5.13,68.51,14.32,3.81,35.81,23.18,5.94,57.94,19.31,5.85,48.28,20.34,5.75,50.84,104.55,19.97,52.28
108027,Baliwag ES,Cavite,IV-A,5,38.09,1.41,95.23,38.55,0.74,96.36,38.86,0.35,97.16,37.00,0.00,92.50,34.91,0.29,87.27,187.41,1.40,93.70
108028,Bendita ES,Cavite,IV-A,5,35.54,4.27,88.85,35.54,2.08,88.85,38.77,0.78,96.92,34.38,1.16,85.96,33.73,0.63,84.33,177.96,5.82,88.98
108029,Cabulusan ES,Cavite,IV-A,6,33.10,3.84,82.75,30.50,7.76,76.25,30.90,2.33,77.25,26.80,2.44,67.00,28.40,4.25,71.00,149.70,10.80,74.85
108030,Caluangan ES,Cavite,IV-A,5,34.23,4.78,85.58,33.96,4.43,84.90,23.54,5.12,58.85,36.00,2.02,90.00,26.12,2.72,65.29,153.85,14.40,76.92
108031,Magallanes ES,Cavite,IV-A,5,36.63,2.08,91.57,36.82,2.75,92.06,34.08,4.54,85.20,35.02,1.67,87.55,35.39,2.15,88.48,177.94,8.39,88.97
108032,Medina ES,Cavite,IV-A,6,36.44,0.70,91.11,35.61,1.69,89.03,35.28,1.27,88.19,31.56,2.12,78.89,31.83,1.10,79.58,170.72,4.04,85.36
108033,Pacheco ES,Cavite,IV-A,5,32.95,4.28,82.36,30.32,5.92,75.81,25.51,8.37,63.78,24.49,6.99,61.22,21.22,4.66,53.04,134.49,24.83,67.24
108034,Ramirez ES,Cavite,IV-A,5,38.03,1.09,95.06,38.54,1.67,96.35,36.49,0.79,91.22,35.46,1.10,88.65,33.46,0.94,83.65,181.97,2.91,90.99
108035,Tua ES,Cavite,IV-A,5,36.07,1.80,90.18,35.67,2.79,89.17,33.83,2.52,84.58,35.14,2.75,87.86,31.24,2.13,78.10,171.95,8.11,85.98
108036,Urdaneta ES,Cavite,IV-A,4,34.02,3.25,85.06,33.74,3.43,84.35,37.75,1.93,94.38,32.01,1.44,80.03,33.02,1.47,82.56,170.55,6.96,85.28
108037,Balayungan ES,Cavite,IV-A,6,34.56,0.70,86.39,26.94,0.24,67.36,33.61,1.04,84.03,27.00,0.00,67.50,29.61,1.04,74.03,151.72,1.74,75.86
108038,Bucal I ES,Cavite,IV-A,5,32.13,2.17,80.33,31.11,2.04,77.78,25.11,2.42,62.78,24.22,2.28,60.56,23.71,2.46,59.28,136.29,6.37,68.14
108039,Bucal II ES,Cavite,IV-A,4,32.48,4.01,81.21,34.70,3.93,86.75,26.05,5.12,65.13,26.85,7.44,67.13,28.10,4.43,70.25,148.18,19.76,74.09
108040,Bucal IV ES,Cavite,IV-A,5,36.54,1.53,91.34,34.21,4.33,85.54,32.11,2.18,80.27,32.18,1.12,80.45,22.07,2.77,55.18,157.11,7.90,78.55
108041,Layong Mabilog ES,Cavite,IV-A,6,29.33,5.14,73.33,28.80,7.04,72.00,29.07,8.25,72.67,31.67,5.31,79.17,27.07,4.57,67.67,145.93,20.51,72.97
108042,Mabato ES,Cavite,IV-A,6,33.71,2.09,84.29,32.93,2.30,82.32,27.64,3.86,69.11,27.29,4.45,68.21,25.29,5.31,63.21,146.86,13.23,73.43
108043,Maragondon ES,Cavite,IV-A,2,28.91,5.92,72.27,24.09,8.43,60.23,23.64,7.57,59.11,23.11,7.04,57.76,23.43,5.50,58.57,123.18,26.73,61.59
108044,Pantihan II ES,Cavite,IV-A,5,29.04,4.29,72.59,20.07,2.69,50.18,17.82,1.96,44.55,18.57,2.74,46.43,27.18,4.61,67.95,112.68,7.52,56.34
108045,Pantihan III ES,Cavite,IV-A,5,28.52,6.67,71.29,26.33,9.10,65.83,22.42,9.69,56.06,27.76,6.07,69.39,25.52,6.79,63.79,130.55,25.01,65.27
108046,Pinagsanhan ES,Cavite,IV-A,4,36.90,1.54,92.25,35.32,1.64,88.31,33.32,1.06,83.31,37.71,0.56,94.28,34.00,0.77,85.00,177.25,2.70,88.63
108047,Pulo ni Sara ES,Cavite,IV-A,5,31.15,5.47,77.88,27.59,6.60,68.97,26.24,5.21,65.60,26.41,5.51,66.03,22.07,6.34,55.16,133.46,20.30,66.73
108048,San Miguel ES,Cavite,IV-A,5,27.67,2.75,69.17,35.31,3.42,88.26,33.19,5.34,82.99,33.58,5.41,83.96,32.11,4.80,80.28,161.86,16.16,80.93
108049,Sta. Mercedes ES,Cavite,IV-A,4,27.66,6.19,69.14,19.71,8.24,49.27,18.10,9.09,45.26,14.40,4.51,35.99,16.76,7.14,41.90,96.62,27.49,48.31
108050,Talipusngo ES,Cavite,IV-A,5,27.10,5.43,67.76,27.45,5.38,68.62,25.17,6.88,62.93,25.03,8.39,62.59,21.83,5.76,54.57,126.59,25.00,63.29
108051,Tulay ES,Cavite,IV-A,5,32.69,3.41,81.71,34.87,6.26,87.18,24.78,9.00,61.94,30.35,7.83,75.88,31.43,7.03,78.56,154.11,12.26,77.06
108052,Anuling ES,Cavite,IV-A,4,27.57,5.14,68.93,20.01,8.80,50.03,22.43,8.55,56.07,24.83,8.19,62.08,24.73,7.55,61.82,119.57,33.25,59.79
108053,Asis ES,Cavite,IV-A,4,32.04,3.78,80.11,32.71,4.93,81.79,26.22,6.17,65.55,25.33,6.54,63.32,29.21,6.50,73.02,145.52,21.22,72.76
108054,Gahitan ES,Cavite,IV-A,5,31.15,6.54,77.87,27.54,6.56,68.84,25.39,7.19,63.48,18.07,5.14,45.18,26.95,5.67,67.38,129.10,25.73,64.55
108055,Galicia ES,Cavite,IV-A,5,31.49,2.68,78.73,34.84,4.85,87.11,34.94,3.19,87.35,35.78,2.77,89.46,32.82,3.42,82.06,169.88,11.93,84.94
108056,Mendez CS,Cavite,IV-A,3,32.16,4.97,80.39,32.79,7.43,81.98,27.95,8.22,69.88,29.69,8.96,74.22,31.01,7.05,77.52,153.59,26.36,76.80
108057,Palocpoc ES,Cavite,IV-A,5,34.47,5.92,86.16,34.33,6.35,85.81,33.37,5.12,83.43,34.44,7.87,86.10,32.02,5.12,80.06,168.63,27.43,84.31
108058,Panungyan ES,Cavite,IV-A,5,36.97,2.05,92.43,37.57,2.15,93.93,34.17,3.75,85.43,37.31,1.43,93.29,34.43,2.43,86.07,180.46,7.88,90.23
108059,Balsahan ES,Cavite,IV-A,4,32.77,3.63,81.92,24.09,5.86,60.23,30.35,2.85,75.87,35.90,0.98,89.74,29.30,1.97,73.26,152.41,8.33,76.20
108060,Bancaan ES,Cavite,IV-A,3,30.05,4.68,75.13,27.96,7.85,69.89,26.85,6.48,67.11,24.74,6.58,61.86,22.40,5.26,55.99,131.99,23.85,66.00
108061,Bucana ES,Cavite,IV-A,4,25.38,5.38,63.46,15.95,5.89,39.88,11.78,3.77,29.46,12.40,5.27,31.00,11.72,4.80,29.31,77.25,15.75,38.62
108062,Bucana Sasahan ES,Cavite,IV-A,4,21.89,5.84,54.73,21.36,7.13,53.41,18.26,5.44,45.64,18.35,5.98,45.87,15.32,4.63,38.30,95.18,22.31,47.59
108063,Ibayo ES,Cavite,IV-A,3,32.30,4.53,80.75,28.22,7.68,70.55,26.58,7.56,66.46,22.71,6.36,56.77,25.53,6.47,63.81,135.34,26.49,67.67
108064,Labac ES,Cavite,IV-A,3,37.69,3.12,94.22,35.70,5.60,89.26,35.77,4.32,89.41,29.49,8.48,73.73,35.93,1.61,89.83,174.58,17.09,87.29
108065,Lino Bocalan ES,Cavite,IV-A,5,27.12,6.20,67.81,20.53,8.39,51.33,21.35,6.51,53.37,19.08,7.86,47.70,21.37,6.31,53.42,109.45,30.72,54.72
108067,Mabulo ES,Cavite,IV-A,5,30.32,3.50,75.80,23.16,5.93,57.90,23.09,4.49,57.73,27.16,7.05,67.90,23.70,3.75,59.26,127.43,15.99,63.72
108068,Munting Mapino ES,Cavite,IV-A,3,26.05,7.32,65.13,16.38,8.02,40.94,17.31,8.33,43.27,15.34,6.44,38.35,17.60,5.99,44.00,92.68,31.05,46.34
108069,Naic ES,Cavite,IV-A,2,29.35,5.93,73.37,22.41,9.24,56.02,23.88,8.10,59.70,20.52,8.00,51.29,19.01,5.76,47.52,115.16,29.44,57.58
108070,Halang ES,Cavite,IV-A,3,29.76,6.11,74.40,27.60,3.99,69.00,31.36,4.31,78.39,32.19,2.98,80.47,28.30,5.09,70.76,149.21,15.44,74.60
108071,Malainen Bago ES,Cavite,IV-A,4,25.59,5.72,63.96,22.85,6.17,57.13,20.29,7.24,50.73,22.44,6.03,56.10,18.99,7.53,47.47,110.16,23.91,55.08
108072,Malainen Luma ES,Cavite,IV-A,4,24.77,5.87,61.92,17.20,8.18,43.01,14.20,5.29,35.51,12.30,4.39,30.76,13.94,5.23,34.86,82.42,22.56,41.21
108073,Muzon ES,Cavite,IV-A,6,33.06,4.12,82.65,28.59,4.85,71.47,24.59,3.97,61.47,28.94,4.76,72.35,29.59,3.78,73.97,144.76,19.81,72.38
108074,Palangue CES,Cavite,IV-A,4,31.64,3.98,79.11,25.58,7.41,63.94,19.07,6.57,47.67,23.33,6.87,58.33,23.86,6.67,59.64,123.48,25.74,61.74
108076,Palangue 3 ES,Cavite,IV-A,5,33.63,2.43,84.06,33.34,4.08,83.36,32.47,3.98,81.17,31.16,4.73,77.89,31.00,4.33,77.50,161.59,13.38,80.80
108077,Petronilo L. Torres MES,Cavite,IV-A,3,29.90,5.52,74.76,32.87,6.13,82.16,26.89,7.52,67.22,21.89,7.98,54.72,23.52,4.57,58.81,135.07,23.42,67.53
108078,San Roque ES,Cavite,IV-A,3,25.94,5.49,64.85,17.75,7.82,44.38,16.05,6.14,40.14,14.50,4.62,36.25,15.99,4.49,39.98,90.24,22.19,45.12
108080,Gen. L. San Miguel ES,Cavite,IV-A,3,31.82,4.12,79.54,30.85,6.41,77.11,29.85,7.04,74.63,30.40,5.97,75.99,32.35,5.38,80.88,155.26,21.89,77.63
108081,Noveleta ES,Cavite,IV-A,3,35.49,4.04,88.72,31.13,1.62,77.82,33.68,8.10,84.21,31.58,4.66,78.94,33.42,6.01,83.56,165.30,14.70,82.65
108082,Salcedo ES,Cavite,IV-A,4,29.40,6.00,73.50,33.55,7.57,83.88,31.72,7.23,79.31,33.54,7.11,83.85,23.08,10.00,57.69,151.29,30.79,75.65
108083,San Antonio ES,Cavite,IV-A,4,37.27,1.09,93.19,35.60,2.27,88.99,32.34,2.82,80.85,33.42,3.59,83.55,36.39,2.49,90.97,175.02,6.95,87.51
108084,Ambrocio Robles MES (San Jose ES),Cavite,IV-A,4,33.54,4.39,83.86,32.51,3.33,81.27,24.00,6.98,60.00,19.74,5.53,49.34,31.35,4.76,78.38,141.14,14.62,70.57
108085,San Juan ES,Cavite,IV-A,5,37.83,1.50,94.56,37.45,2.50,93.63,36.48,2.86,91.19,37.50,2.10,93.75,35.15,1.33,87.88,184.40,7.13,92.20
108086,Pacifico O Aquino ES,Cavite,IV-A,3,35.87,2.95,89.68,35.33,2.98,88.33,29.42,3.95,73.55,34.80,1.48,87.00,31.78,3.14,79.45,167.20,6.42,83.60
108087,A. Abadilla ES,Cavite,IV-A,2,32.35,5.33,80.88,33.01,6.04,82.52,30.92,5.43,77.30,27.81,5.81,69.54,29.41,6.22,73.53,153.51,21.33,76.75
108088,Bagbag I ES,Cavite,IV-A,4,27.93,5.12,69.82,28.18,5.71,70.45,25.82,4.60,64.55,25.40,3.89,63.50,20.87,4.29,52.18,128.20,16.94,64.10
108089,DP Jimenez ES,Cavite,IV-A,2,36.77,2.25,91.92,32.89,3.85,82.23,31.89,3.24,79.72,34.93,3.70,87.32,32.11,3.15,80.28,168.59,11.12,84.29
108090,Mayor Calixto D. Enriquez ES,Cavite,IV-A,2,35.95,4.41,89.88,38.08,3.50,95.21,39.85,1.07,99.61,38.70,0.96,96.75,32.74,0.75,81.85,185.32,6.63,92.66
108091,Rosario ES,Cavite,IV-A,1,34.15,2.63,85.39,37.22,5.49,93.06,35.94,5.76,89.84,37.34,7.28,93.36,31.79,5.95,79.47,176.45,23.99,88.22
108092,Silangan ES,Cavite,IV-A,3,36.28,1.25,90.69,36.77,1.87,91.92,36.51,3.36,91.27,37.53,4.01,93.81,33.45,2.41,83.62,180.53,7.30,90.26
108093,Tejeros Convention ES,Cavite,IV-A,3,32.75,1.88,81.88,36.33,3.74,90.82,35.25,3.52,88.13,33.32,2.07,83.29,30.66,2.74,76.66,168.31,8.79,84.15
108094,Adlas ES,Cavite,IV-A,5,34.02,2.91,85.05,33.22,5.99,83.06,29.15,5.49,72.87,25.33,5.73,63.33,25.37,3.60,63.43,147.09,20.12,73.55
108095,Bagong Buhay ES,Cavite,IV-A,1,26.70,6.43,66.75,19.04,8.19,47.61,17.41,7.42,43.53,15.45,5.55,38.62,17.68,6.14,44.20,96.28,27.89,48.14
108096,Balubad ES,Cavite,IV-A,5,34.46,2.06,86.15,38.15,2.92,95.38,34.27,3.70,85.67,32.37,3.42,80.91,34.42,3.43,86.06,173.67,10.98,86.84
108097,Batas ES,Cavite,IV-A,5,32.06,4.33,80.15,32.22,5.27,80.55,27.64,6.75,69.10,31.94,5.67,79.85,29.94,2.48,74.85,153.80,12.19,76.90
108098,Biga ES,Cavite,IV-A,3,27.87,5.87,69.68,24.59,6.74,61.48,26.54,7.48,66.36,27.45,5.83,68.62,22.86,4.82,57.16,129.32,24.92,64.66
108099,Biluso ES,Cavite,IV-A,4,30.64,3.95,76.59,26.38,4.63,65.95,28.09,4.83,70.23,26.75,3.09,66.86,28.71,3.47,71.77,140.56,16.36,70.28
108100,Bliss ES,Cavite,IV-A,4,32.02,3.02,80.04,31.17,5.84,77.93,26.19,4.57,65.47,21.26,2.62,53.15,23.98,2.84,59.96,134.62,13.56,67.31
108102,Bulihan Sites & Services Proj. ES,Cavite,IV-A,1,27.79,6.61,69.47,20.79,10.23,51.97,20.46,9.28,51.14,18.26,8.93,45.65,20.57,8.50,51.42,107.86,38.36,53.93
108103,Iba ES,Cavite,IV-A,5,26.65,3.58,66.63,29.72,7.21,74.29,27.72,4.84,69.29,24.28,6.10,60.71,26.67,5.61,66.68,135.04,20.24,67.52
108104,Kalubkob ES,Cavite,IV-A,5,26.06,5.04,65.16,32.55,5.87,81.38,28.23,5.11,70.59,32.68,3.91,81.70,25.30,2.49,63.24,144.83,13.37,72.41
108105,Kasuyan ES,Cavite,IV-A,6,31.45,4.25,78.63,31.35,6.12,78.38,27.85,5.81,69.63,21.45,5.40,53.63,23.00,4.90,57.50,135.10,22.10,67.55
108106,Litlit ES,Cavite,IV-A,5,29.66,5.31,74.15,33.36,5.84,83.40,25.62,7.85,64.04,18.83,7.36,47.07,29.83,5.10,74.57,137.30,20.86,68.65
108107,Lucsuhin ES,Cavite,IV-A,5,26.67,4.68,66.67,26.00,8.66,65.00,19.76,7.38,49.39,21.69,5.18,54.22,21.11,6.39,52.78,115.22,26.43,57.61
108108,Maguyam ES,Cavite,IV-A,3,31.50,5.74,78.76,31.50,6.41,78.74,26.64,7.29,66.59,22.19,5.35,55.49,23.57,4.70,58.92,135.40,25.23,67.70
108109,Sabutan ES,Cavite,IV-A,4,28.82,5.23,72.06,24.54,7.07,61.36,19.56,6.59,48.90,16.14,4.65,40.35,19.32,7.10,48.29,108.39,24.44,54.19
108110,Silang CS,Cavite,IV-A,2,28.89,6.49,72.22,22.92,9.84,57.31,22.78,9.11,56.96,20.81,8.59,52.03,22.19,8.33,55.47,117.59,37.58,58.80
108111,Silang West CS,Cavite,IV-A,3,29.63,5.21,74.09,27.07,7.70,67.67,23.25,8.13,58.12,22.46,7.47,56.14,22.34,6.67,55.84,124.74,29.14,62.37
108112,Tatiao ES,Cavite,IV-A,5,29.77,3.28,74.43,37.32,1.73,93.30,35.77,1.72,89.43,27.36,1.05,68.41,27.77,3.44,69.43,158.00,5.82,79.00
